time@s;hal.CNT_diag2_pc@%;ap.temp_PCB@C;ap.temp_EXT@C;pm.vsi_DC@%;pm.lu_iD@A;pm.lu_iQ@A;pm.lu_wS_kmh@km/h;pm.lu_mq_load@Nm;pm.const_fb_U@V;pm.watt_drain_wA@A;pm.watt_consumed_Wh@Wh;pm.watt_reverted_Wh@Wh;pm.kalman_bias_Q@V;pm.watt_drain_wP@W;pm.watt_traveled_km@km;pm.watt_fuel_gauge@%;
0.0000;20.6;43.4;35.4;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
0.0500;18.5;43.4;35.4;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
0.1000;18.5;43.4;35.4;1.03;0.469;0.060;-0.0;0.000;49.007;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
0.1500;18.5;43.4;35.4;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
0.2001;18.5;43.3;35.4;1.03;0.469;0.060;-0.0;0.000;49.007;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
0.2501;18.6;43.3;35.4;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
0.3001;20.9;43.3;35.5;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
0.3501;20.9;43.3;35.5;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
0.4001;18.5;43.3;35.6;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
0.4501;18.5;43.3;35.6;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
0.5002;18.5;43.3;35.7;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
0.5502;18.5;43.3;35.7;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
0.6002;18.5;43.3;35.7;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
0.6502;18.5;43.3;35.7;1.03;0.469;0.060;-0.0;0.000;49.007;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
0.7002;18.6;43.3;35.6;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
0.7502;18.5;43.3;35.6;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
0.8002;18.5;43.3;35.8;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
0.8503;18.5;43.3;35.8;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
0.9003;18.5;43.3;35.7;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
0.9503;18.5;43.3;35.7;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
1.0003;18.5;43.3;35.8;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
1.0503;18.5;43.3;35.8;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
1.1003;18.5;43.3;35.8;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
1.1503;18.5;43.3;35.8;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
1.2004;18.5;43.3;35.8;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
1.2504;18.5;43.3;35.8;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
1.3004;18.5;43.3;35.9;1.03;0.469;0.060;-0.0;0.000;49.050;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
1.3504;18.5;43.3;35.9;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
1.4004;18.5;43.3;35.9;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
1.4504;18.5;43.3;35.9;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
1.5005;18.5;43.3;35.9;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
1.5505;18.5;43.3;35.9;1.03;0.469;0.060;-0.0;0.000;49.050;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
1.6005;18.5;43.3;35.9;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
1.6505;18.5;43.3;35.9;1.03;0.469;0.060;-0.0;0.000;49.007;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
1.7005;18.5;43.3;36.0;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
1.7505;18.5;43.3;36.0;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
1.8005;18.5;43.3;36.0;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
1.8506;18.5;43.3;36.0;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
1.9006;18.5;43.3;36.1;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
1.9506;18.5;43.3;36.1;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
2.0006;18.5;43.3;36.0;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
2.0506;18.5;43.3;36.0;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
2.1006;18.6;43.3;35.9;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
2.1506;18.5;43.3;35.9;1.03;0.469;0.060;-0.0;0.000;49.007;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
2.2007;18.5;43.3;35.8;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
2.2507;18.5;43.3;35.8;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
2.3007;18.5;43.3;35.9;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
2.3507;18.5;43.3;35.9;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
2.4007;18.5;43.3;35.7;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
2.4507;18.5;43.3;35.7;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
2.5008;18.5;43.3;35.8;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
2.5508;18.5;43.3;35.8;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
2.6008;18.5;43.3;35.9;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
2.6508;18.5;43.3;35.9;1.03;0.469;0.060;-0.0;0.000;49.007;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
2.7008;18.5;43.3;35.9;1.03;0.469;0.060;-0.0;0.000;49.007;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
2.7508;18.5;43.3;35.9;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
2.8008;18.5;43.3;36.0;1.03;0.469;0.060;-0.0;0.000;49.007;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
2.8509;18.5;43.3;36.0;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
2.9009;18.5;43.3;35.9;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
2.9509;18.5;43.3;35.9;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
3.0009;18.5;43.3;35.9;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
3.0509;18.6;43.3;35.9;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
3.1009;18.5;43.3;35.9;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
3.1509;18.5;43.3;35.9;1.03;0.469;0.060;-0.0;0.000;49.007;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
3.2010;18.5;43.3;35.8;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
3.2510;18.5;43.3;35.8;1.03;0.469;0.060;-0.0;0.000;49.050;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
3.3010;18.5;43.3;35.9;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
3.3510;18.5;43.3;35.9;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
3.4010;18.5;43.3;35.8;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
3.4510;18.5;43.3;35.8;1.03;0.469;0.060;-0.0;0.000;49.007;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
3.5011;18.5;43.3;35.9;1.03;0.469;0.060;-0.0;0.000;49.050;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
3.5511;18.5;43.3;35.9;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
3.6011;21.3;43.3;35.8;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
3.6511;20.9;43.3;35.8;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
3.7011;20.9;43.3;35.7;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
3.7511;18.5;43.3;35.7;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
3.8011;18.5;43.3;35.6;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
3.8512;18.5;43.3;35.6;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
3.9012;18.5;43.3;35.6;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
3.9512;18.5;43.3;35.6;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
4.0012;18.5;43.3;35.5;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
4.0512;18.5;43.3;35.5;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
4.1012;18.5;43.3;35.5;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
4.1512;18.5;43.3;35.5;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
4.2013;18.5;43.3;35.6;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
4.2513;18.5;43.3;35.6;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
4.3013;18.5;43.3;35.6;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
4.3513;18.5;43.3;35.6;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
4.4013;18.5;43.3;35.5;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
4.4513;18.6;43.3;35.5;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
4.5014;18.5;43.3;35.4;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
4.5514;18.5;43.3;35.4;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
4.6014;18.5;43.3;35.5;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
4.6514;18.5;43.3;35.5;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
4.7014;18.5;43.3;35.6;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
4.7514;18.5;43.3;35.6;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
4.8014;18.5;43.3;35.6;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
4.8515;18.5;43.3;35.6;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
4.9015;18.5;43.3;35.6;1.03;0.469;0.060;-0.0;0.000;49.007;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
4.9515;18.5;43.3;35.6;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
5.0015;18.5;43.3;35.6;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
5.0515;18.5;43.3;35.6;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
5.1015;18.5;43.3;35.5;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
5.1515;18.5;43.3;35.5;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
5.2016;18.5;43.3;35.5;1.03;0.469;0.060;-0.0;0.000;49.050;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
5.2516;18.5;43.3;35.5;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
5.3016;18.5;43.3;35.4;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
5.3516;18.5;43.3;35.4;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
5.4016;18.6;43.3;35.3;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
5.4516;18.5;43.3;35.3;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
5.5017;18.5;43.3;35.4;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
5.5517;18.5;43.3;35.4;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
5.6017;18.5;43.3;35.5;1.03;0.469;0.060;-0.0;0.000;49.007;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
5.6517;18.5;43.3;35.5;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
5.7017;18.5;43.3;35.6;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
5.7517;18.5;43.3;35.6;1.03;0.469;0.060;-0.0;0.000;49.050;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
5.8017;18.5;43.3;35.4;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
5.8518;18.5;43.3;35.4;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
5.9018;18.5;43.3;35.5;1.03;0.469;0.060;-0.0;0.000;49.050;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
5.9518;18.5;43.3;35.5;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
6.0018;18.5;43.3;35.6;1.03;0.469;0.060;-0.0;0.000;49.050;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
6.0518;18.5;43.3;35.6;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
6.1018;18.5;43.3;35.5;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
6.1518;18.5;43.3;35.5;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
6.2019;18.5;43.3;35.5;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
6.2519;18.5;43.3;35.5;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
6.3019;18.5;43.3;35.6;1.03;0.469;0.060;-0.0;0.000;49.050;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
6.3519;18.6;43.3;35.6;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
6.4019;18.5;43.3;35.6;1.03;0.469;0.060;-0.0;0.000;49.050;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
6.4519;18.5;43.3;35.6;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
6.5020;18.5;43.3;35.5;1.03;0.469;0.060;-0.0;0.000;49.007;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
6.5520;18.5;43.3;35.5;1.03;0.469;0.060;-0.0;0.000;49.007;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
6.6020;18.5;43.3;35.5;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
6.6520;18.5;43.3;35.5;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
6.7020;18.5;43.2;35.5;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
6.7520;18.5;43.2;35.5;1.03;0.469;0.060;-0.0;0.000;49.050;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
6.8020;18.5;43.2;35.5;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
6.8521;18.5;43.2;35.5;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
6.9021;18.5;43.3;35.6;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
6.9521;20.9;43.3;35.6;1.03;0.469;0.060;-0.0;0.000;49.007;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
7.0021;20.9;43.2;35.6;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
7.0521;20.9;43.2;35.6;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
7.1021;18.5;43.2;35.5;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
7.1521;18.5;43.2;35.5;1.03;0.469;0.060;-0.0;0.000;49.007;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
7.2022;18.5;43.2;35.5;1.03;0.469;0.060;-0.0;0.000;49.007;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
7.2522;18.5;43.2;35.5;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
7.3022;18.5;43.2;35.5;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
7.3522;18.5;43.2;35.5;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
7.4022;18.5;43.2;35.5;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
7.4522;18.5;43.2;35.5;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
7.5023;18.5;43.2;35.6;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
7.5523;18.5;43.2;35.6;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
7.6023;18.5;43.2;35.5;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
7.6523;18.5;43.2;35.5;1.03;0.469;0.060;-0.0;0.000;49.007;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
7.7023;18.5;43.2;35.5;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
7.7523;18.6;43.2;35.5;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
7.8023;18.5;43.2;35.5;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
7.8524;18.5;43.2;35.5;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
7.9024;18.5;43.2;35.5;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
7.9524;18.5;43.2;35.5;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
8.0024;18.5;43.2;35.6;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
8.0524;18.5;43.2;35.6;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
8.1024;18.5;43.2;35.7;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
8.1524;18.5;43.2;35.7;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
8.2025;18.5;43.3;35.6;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
8.2525;18.5;43.3;35.6;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
8.3025;18.5;43.3;35.6;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
8.3525;18.5;43.3;35.6;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
8.4025;18.5;43.2;35.7;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
8.4525;18.5;43.2;35.7;1.03;0.469;0.060;-0.0;0.000;49.007;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
8.5025;18.5;43.2;35.7;1.03;0.469;0.060;-0.0;0.000;49.050;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
8.5526;18.5;43.2;35.7;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
8.6026;18.5;43.2;35.7;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
8.6526;18.5;43.2;35.7;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
8.7026;18.6;43.2;35.8;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
8.7526;18.5;43.2;35.8;1.03;0.469;0.060;-0.0;0.000;49.050;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
8.8026;18.5;43.2;35.7;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
8.8527;18.5;43.2;35.7;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
8.9027;18.5;43.2;35.8;1.03;0.469;0.060;-0.0;0.000;49.050;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
8.9527;18.5;43.2;35.8;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
9.0027;18.5;43.2;35.7;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
9.0527;18.5;43.2;35.7;1.03;0.469;0.060;-0.0;0.000;49.028;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
9.1027;18.5;43.2;35.6;1.03;0.469;0.060;-0.0;0.000;49.007;-0.001;27011706.829;NaN;NaN;-0.0;2.462;NaN;
