time@s;hal.CNT_diag2_pc@%;ap.temp_PCB@C;ap.temp_EXT@C;pm.vsi_DC@%;pm.lu_iD@A;pm.lu_iQ@A;pm.lu_wS_kmh@km/h;pm.lu_mq_load@Nm;pm.const_fb_U@V;pm.watt_drain_wA@A;pm.watt_consumed_Wh@Wh;pm.watt_reverted_Wh@Wh;pm.kalman_bias_Q@V;pm.watt_drain_wP@W;pm.watt_traveled_km@km;pm.watt_fuel_gauge@%;
71.9716;18.5;46.2;37.9;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
72.0216;18.5;46.2;37.9;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
72.0716;18.5;46.2;37.9;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
72.1216;18.5;46.1;37.9;0.29;-0.358;-0.054;0.0;-0.000;48.898;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
72.1716;18.5;46.1;37.9;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
72.2217;18.5;46.1;38.0;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
72.2717;18.5;46.1;38.0;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
72.3217;18.6;46.1;38.0;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
72.3717;18.5;46.1;38.0;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
72.4217;18.5;46.1;37.9;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
72.4717;18.5;46.1;37.9;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
72.5218;18.5;46.1;37.7;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
72.5718;18.5;46.1;37.7;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
72.6218;18.5;46.1;37.8;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
72.6718;18.5;46.1;37.8;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
72.7218;18.5;46.1;37.7;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
72.7718;18.5;46.1;37.7;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
72.8218;18.5;46.1;37.8;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
72.8719;18.5;46.1;37.8;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
72.9219;18.5;46.0;37.8;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
72.9719;18.5;46.0;37.8;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
73.0219;18.5;46.0;37.9;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
73.0719;18.5;46.0;37.9;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
73.1219;18.5;46.0;37.9;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
73.1720;18.5;46.0;37.9;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
73.2220;18.5;46.0;37.8;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
73.2720;18.5;46.0;37.8;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
73.3220;18.5;46.0;37.9;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
73.3720;18.5;46.0;37.9;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
73.4220;18.5;46.0;37.9;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
73.4720;18.5;46.0;37.9;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
73.5221;18.5;46.0;38.0;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
73.5721;18.5;46.0;38.0;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
73.6221;21.3;46.0;38.0;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
73.6721;20.9;46.0;38.0;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
73.7221;20.9;46.0;37.9;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
73.7721;18.5;46.0;37.9;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
73.8221;18.5;45.9;37.8;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
73.8722;18.5;45.9;37.8;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
73.9222;18.5;45.9;37.9;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
73.9722;18.5;45.9;37.9;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
74.0222;18.5;45.9;37.8;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
74.0722;18.5;45.9;37.8;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
74.1222;18.5;45.9;37.6;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
74.1723;18.5;45.9;37.6;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
74.2223;18.5;45.9;37.7;0.29;-0.358;-0.054;0.0;-0.000;48.941;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
74.2723;18.5;45.9;37.7;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
74.3223;18.5;45.9;37.6;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
74.3723;18.5;45.9;37.6;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
74.4223;18.5;45.9;37.7;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
74.4723;18.5;45.9;37.7;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
74.5224;18.5;45.9;37.7;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
74.5724;18.5;45.9;37.7;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
74.6224;18.5;45.9;37.8;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
74.6724;18.6;45.9;37.8;0.29;-0.358;-0.054;0.0;-0.000;48.941;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
74.7224;18.5;45.9;37.7;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
74.7724;18.5;45.9;37.7;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
74.8224;18.5;45.9;37.6;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
74.8725;18.5;45.9;37.6;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
74.9225;18.5;45.8;37.5;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
74.9725;18.5;45.8;37.5;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
75.0225;18.5;45.8;37.4;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
75.0725;18.5;45.8;37.4;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
75.1225;18.5;45.8;37.4;0.29;-0.358;-0.054;0.0;-0.000;48.941;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
75.1726;18.5;45.8;37.4;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
75.2226;18.5;45.8;37.4;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
75.2726;18.5;45.8;37.4;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
75.3226;18.5;45.8;37.4;0.29;-0.358;-0.054;0.0;-0.000;48.941;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
75.3726;18.5;45.8;37.4;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
75.4226;18.5;45.8;37.2;0.29;-0.358;-0.054;0.0;-0.000;48.941;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
75.4726;18.5;45.8;37.2;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
75.5227;18.5;45.8;37.2;0.29;-0.358;-0.054;0.0;-0.000;48.941;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
75.5727;18.5;45.8;37.2;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
75.6227;18.6;45.7;37.1;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
75.6727;18.5;45.7;37.1;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
75.7227;18.5;45.7;37.1;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
75.7727;18.5;45.7;37.1;0.29;-0.358;-0.054;0.0;-0.000;48.941;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
75.8228;18.5;45.7;37.1;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
75.8728;18.5;45.7;37.1;0.29;-0.358;-0.054;0.0;-0.000;48.941;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
75.9228;18.5;45.7;37.2;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
75.9728;18.5;45.7;37.2;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
76.0228;18.5;45.7;37.2;0.29;-0.358;-0.054;0.0;-0.000;48.941;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
76.0728;18.5;45.7;37.2;0.29;-0.358;-0.054;0.0;-0.000;48.941;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
76.1228;18.5;45.7;37.2;0.29;-0.358;-0.054;0.0;-0.000;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
76.1729;45.1;45.7;37.2;0.03;0.049;0.057;0.0;0.000;48.941;0.000;27011709.213;NaN;NaN;0.0;2.675;NaN;
76.2229;45.1;45.7;37.3;0.03;-0.113;0.057;0.0;0.000;48.941;0.000;27011709.213;NaN;NaN;0.0;2.675;NaN;
76.2729;73.9;45.7;37.3;2.29;0.236;41.308;1.2;2.563;48.898;0.959;27011709.213;NaN;NaN;46.9;2.675;NaN;
76.3229;72.7;45.7;37.3;4.61;0.652;106.114;1.1;6.044;48.680;3.959;27011709.213;NaN;NaN;192.7;2.675;NaN;
76.3729;72.2;45.7;37.3;5.15;-0.908;100.209;0.9;10.282;48.658;4.062;27011709.213;NaN;NaN;197.6;2.675;NaN;
76.4229;72.0;45.7;37.2;2.63;0.549;-0.350;0.5;8.072;48.919;0.002;27011709.213;NaN;NaN;0.1;2.675;NaN;
76.4729;72.0;45.7;37.2;1.03;-0.439;0.456;-0.0;4.719;48.919;0.001;27011709.213;NaN;NaN;0.0;2.675;NaN;
76.5230;73.4;45.7;37.2;2.14;0.592;-0.212;-0.2;2.698;48.919;0.000;27011709.213;NaN;NaN;0.0;2.675;NaN;
76.5730;72.6;45.7;37.2;2.34;0.185;-0.476;-0.2;1.478;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
76.6230;72.0;45.7;37.2;2.32;-0.477;-0.444;0.8;0.341;48.919;0.002;27011709.213;NaN;NaN;0.1;2.675;NaN;
76.6730;72.6;45.7;37.2;1.79;0.167;-0.160;0.8;0.200;48.941;0.003;27011709.213;NaN;NaN;0.2;2.675;NaN;
76.7230;72.5;45.7;37.3;2.51;-0.203;13.964;0.8;0.367;48.898;0.358;27011709.213;NaN;NaN;17.5;2.675;NaN;
76.7730;72.8;45.7;37.3;3.66;-0.161;48.114;1.1;2.262;48.832;1.415;27011709.213;NaN;NaN;69.1;2.675;NaN;
76.8230;72.2;45.7;37.2;3.37;0.172;60.651;1.8;4.591;48.832;2.061;27011709.213;NaN;NaN;100.6;2.675;NaN;
76.8731;72.0;45.7;37.2;1.68;-0.397;-0.098;1.1;5.259;48.919;-0.000;27011709.213;NaN;NaN;-0.0;2.675;NaN;
76.9231;71.7;45.7;37.2;2.16;-0.109;-0.214;0.7;3.094;48.941;0.002;27011709.213;NaN;NaN;0.1;2.675;NaN;
76.9731;72.1;45.7;37.2;2.61;0.655;-0.012;0.8;1.669;48.919;0.002;27011709.213;NaN;NaN;0.1;2.675;NaN;
77.0231;72.4;45.7;37.2;2.08;-0.133;-0.084;1.2;0.684;48.919;0.004;27011709.213;NaN;NaN;0.2;2.675;NaN;
77.0731;73.1;45.7;37.2;2.16;0.058;-0.187;1.2;0.401;48.941;0.003;27011709.213;NaN;NaN;0.1;2.675;NaN;
77.1231;72.9;45.7;37.2;1.34;-0.382;0.583;1.3;0.121;48.919;0.002;27011709.213;NaN;NaN;0.1;2.675;NaN;
77.1732;72.7;45.7;37.2;0.64;0.029;0.535;0.7;0.445;48.919;0.000;27011709.213;NaN;NaN;0.0;2.675;NaN;
77.2232;71.5;45.7;37.1;2.05;0.091;-0.237;0.7;0.261;48.941;0.000;27011709.213;NaN;NaN;0.0;2.675;NaN;
77.2732;71.5;45.7;37.1;0.74;0.173;0.530;0.7;0.153;48.919;0.002;27011709.213;NaN;NaN;0.1;2.675;NaN;
77.3232;71.7;45.7;37.1;2.42;-0.066;-0.542;0.9;-0.079;48.941;0.001;27011709.213;NaN;NaN;0.0;2.675;NaN;
77.3732;71.9;45.7;37.1;3.12;-0.122;29.171;1.0;0.513;48.854;0.815;27011709.213;NaN;NaN;39.8;2.675;NaN;
77.4232;72.5;45.7;37.0;4.04;-0.639;53.258;1.5;2.964;48.811;1.799;27011709.213;NaN;NaN;87.8;2.675;NaN;
77.4732;72.8;45.7;37.0;5.25;0.587;78.850;1.5;6.174;48.723;3.141;27011709.213;NaN;NaN;153.0;2.675;NaN;
77.5233;72.2;45.7;36.9;5.09;0.395;68.822;1.2;8.476;48.745;2.842;27011709.213;NaN;NaN;138.5;2.675;NaN;
77.5733;72.3;45.7;36.9;0.56;0.058;0.706;0.9;6.464;48.919;0.004;27011709.213;NaN;NaN;0.2;2.675;NaN;
77.6233;71.7;45.7;37.0;2.20;0.186;-0.252;0.5;3.791;48.919;0.001;27011709.213;NaN;NaN;0.1;2.675;NaN;
77.6733;72.0;45.7;37.0;2.17;0.639;0.396;0.6;2.041;48.919;0.005;27011709.213;NaN;NaN;0.2;2.675;NaN;
77.7233;72.3;45.7;37.1;2.34;-0.616;0.125;1.1;0.937;48.919;0.003;27011709.213;NaN;NaN;0.2;2.675;NaN;
77.7733;72.8;45.7;37.1;1.81;-0.329;0.181;1.6;0.198;48.919;0.004;27011709.213;NaN;NaN;0.2;2.675;NaN;
77.8233;72.3;45.7;37.2;1.84;-0.739;0.137;1.3;0.339;48.919;0.001;27011709.213;NaN;NaN;0.0;2.675;NaN;
77.8734;71.5;45.7;37.2;3.61;0.139;34.463;1.6;1.126;48.854;1.076;27011709.213;NaN;NaN;52.6;2.675;NaN;
77.9234;71.9;45.7;37.3;3.92;-0.092;39.820;1.9;2.885;48.832;1.340;27011709.213;NaN;NaN;65.4;2.675;NaN;
77.9734;73.0;45.7;37.3;3.80;-0.435;25.576;1.6;4.089;48.876;0.796;27011709.213;NaN;NaN;38.9;2.675;NaN;
78.0234;72.9;45.7;37.3;3.05;-0.260;-0.448;1.2;2.886;48.941;0.003;27011709.213;NaN;NaN;0.1;2.676;NaN;
78.0734;72.0;45.7;37.3;2.75;-0.030;-0.358;1.0;1.683;48.919;0.001;27011709.213;NaN;NaN;0.1;2.676;NaN;
78.1234;72.0;45.7;37.2;1.41;-0.185;0.484;1.4;0.703;48.919;0.002;27011709.213;NaN;NaN;0.1;2.676;NaN;
78.1734;71.8;45.7;37.2;2.11;-0.853;0.188;1.4;0.380;48.941;0.004;27011709.213;NaN;NaN;0.2;2.676;NaN;
78.2235;72.4;45.7;37.2;2.33;0.279;2.194;1.4;0.246;48.919;0.048;27011709.213;NaN;NaN;2.3;2.676;NaN;
78.2735;72.8;45.7;37.2;4.20;-0.130;44.030;1.7;1.811;48.832;1.530;27011709.213;NaN;NaN;74.7;2.676;NaN;
78.3235;71.9;45.7;37.2;3.78;0.010;51.400;1.8;3.973;48.811;1.810;27011709.213;NaN;NaN;88.4;2.676;NaN;
78.3735;72.6;45.7;37.2;3.69;0.008;38.064;1.9;5.274;48.832;1.272;27011709.213;NaN;NaN;62.1;2.676;NaN;
78.4235;73.5;45.7;37.1;2.48;-0.041;1.573;1.1;4.018;48.919;0.035;27011709.213;NaN;NaN;1.7;2.676;NaN;
78.4735;72.8;45.7;37.1;1.66;-0.437;0.048;1.1;2.197;48.941;0.002;27011709.213;NaN;NaN;0.1;2.676;NaN;
78.5236;72.9;45.7;37.1;2.12;0.089;0.017;1.6;0.911;48.919;0.003;27011709.213;NaN;NaN;0.2;2.676;NaN;
78.5736;72.0;45.7;37.1;2.36;-0.761;0.053;1.4;0.641;48.941;0.003;27011709.213;NaN;NaN;0.2;2.676;NaN;
78.6236;71.7;45.7;37.2;1.48;-0.169;0.407;1.3;0.376;48.919;0.002;27011709.213;NaN;NaN;0.1;2.676;NaN;
78.6736;72.6;45.7;37.2;3.11;-0.374;-0.449;1.6;0.079;48.919;0.003;27011709.213;NaN;NaN;0.2;2.676;NaN;
78.7236;72.8;45.7;37.3;1.58;-0.348;0.269;1.6;0.072;48.941;0.004;27011709.213;NaN;NaN;0.2;2.676;NaN;
78.7736;72.7;45.7;37.3;4.57;-0.447;42.360;1.8;1.349;48.832;1.545;27011709.213;NaN;NaN;75.5;2.676;NaN;
78.8236;71.5;45.7;37.2;4.55;0.051;54.360;2.0;3.994;48.767;2.056;27011709.213;NaN;NaN;100.3;2.676;NaN;
78.8737;72.4;45.7;37.2;3.50;-0.070;22.873;1.8;4.746;48.854;0.693;27011709.213;NaN;NaN;33.9;2.676;NaN;
78.9237;73.1;45.7;37.2;1.44;0.140;0.473;1.2;3.192;48.919;0.001;27011709.213;NaN;NaN;0.1;2.676;NaN;
78.9737;72.8;45.7;37.2;1.99;-0.148;0.158;1.7;1.473;48.919;0.004;27011709.213;NaN;NaN;0.2;2.676;NaN;
79.0237;72.0;45.7;37.2;1.99;-0.489;0.171;1.4;0.965;48.941;0.004;27011709.213;NaN;NaN;0.2;2.676;NaN;
79.0737;71.7;45.7;37.2;1.55;-0.055;0.278;1.8;0.273;48.919;0.003;27011709.213;NaN;NaN;0.1;2.676;NaN;
79.1237;72.6;45.7;37.3;0.96;0.250;0.630;1.7;0.181;48.919;0.005;27011709.213;NaN;NaN;0.2;2.676;NaN;
79.1738;72.8;45.7;37.3;3.71;-0.050;34.822;1.6;1.018;48.832;1.179;27011709.213;NaN;NaN;57.6;2.676;NaN;
79.2238;71.9;45.7;37.4;4.17;0.600;47.817;1.7;3.460;48.832;1.781;27011709.213;NaN;NaN;87.0;2.676;NaN;
79.2738;71.5;45.7;37.4;4.46;0.386;49.369;1.9;4.992;48.811;1.713;27011709.213;NaN;NaN;83.6;2.676;NaN;
79.3238;71.9;45.7;37.4;3.16;0.061;13.790;1.3;4.645;48.898;0.366;27011709.213;NaN;NaN;17.9;2.676;NaN;
79.3738;72.4;45.7;37.4;2.94;0.270;9.934;1.1;3.363;48.919;0.246;27011709.213;NaN;NaN;12.0;2.676;NaN;
79.4238;72.9;45.7;37.4;2.49;0.276;10.376;1.0;2.545;48.919;0.242;27011709.213;NaN;NaN;11.9;2.676;NaN;
79.4738;72.7;45.7;37.4;3.45;-0.314;9.242;1.4;1.835;48.919;0.254;27011709.213;NaN;NaN;12.4;2.677;NaN;
79.5239;71.5;45.7;37.3;2.83;-0.056;9.058;1.4;1.564;48.898;0.240;27011709.213;NaN;NaN;11.7;2.677;NaN;
79.5739;71.6;45.7;37.3;3.89;-0.666;15.259;1.8;1.266;48.919;0.457;27011709.213;NaN;NaN;22.4;2.677;NaN;
79.6239;72.9;45.7;37.3;4.76;1.129;44.687;2.0;2.784;48.811;1.584;27011709.213;NaN;NaN;77.3;2.677;NaN;
79.6739;72.8;45.7;37.3;4.21;-0.035;53.874;2.0;4.775;48.789;2.001;27011709.213;NaN;NaN;97.6;2.677;NaN;
79.7239;71.9;45.7;37.3;3.49;0.070;29.910;1.4;5.657;48.876;0.964;27011709.213;NaN;NaN;47.1;2.677;NaN;
79.7739;71.6;45.7;37.3;3.83;0.434;20.260;1.8;4.273;48.876;0.671;27011709.213;NaN;NaN;32.8;2.677;NaN;
79.8239;72.4;45.7;37.4;3.38;-0.347;11.511;1.6;3.363;48.898;0.338;27011709.213;NaN;NaN;16.5;2.677;NaN;
79.8740;72.8;45.7;37.4;3.47;-0.150;11.545;2.2;2.147;48.919;0.352;27011709.213;NaN;NaN;17.2;2.677;NaN;
79.9240;71.9;45.7;37.4;3.41;-0.082;8.011;1.7;1.978;48.919;0.233;27011709.213;NaN;NaN;11.4;2.677;NaN;
79.9740;71.6;45.7;37.4;4.42;-0.827;13.096;2.0;1.529;48.898;0.457;27011709.213;NaN;NaN;22.4;2.677;NaN;
80.0240;72.9;45.7;37.4;4.61;0.484;49.487;2.4;2.929;48.767;2.162;27011709.213;NaN;NaN;105.4;2.677;NaN;
80.0740;72.2;45.7;37.4;4.97;-0.315;58.597;2.1;5.532;48.767;2.716;27011709.213;NaN;NaN;132.5;2.677;NaN;
80.1240;71.9;45.7;37.4;4.99;-0.012;24.357;2.1;5.859;48.854;0.936;27011709.213;NaN;NaN;45.7;2.677;NaN;
80.1741;72.4;45.7;37.4;3.74;-0.564;10.206;2.0;4.255;48.898;0.334;27011709.213;NaN;NaN;16.3;2.677;NaN;
80.2241;72.7;45.7;37.5;4.21;0.922;5.890;2.4;2.627;48.898;0.184;27011709.213;NaN;NaN;9.0;2.677;NaN;
80.2741;71.5;45.7;37.5;3.46;-0.225;1.316;1.8;1.815;48.919;0.040;27011709.213;NaN;NaN;2.0;2.677;NaN;
80.3241;72.6;45.7;37.5;2.46;-0.022;0.677;2.3;0.824;48.919;0.012;27011709.213;NaN;NaN;0.6;2.677;NaN;
80.3741;72.9;45.7;37.5;4.35;-0.437;11.544;2.2;0.733;48.876;0.407;27011709.213;NaN;NaN;19.9;2.677;NaN;
80.4241;71.5;45.7;37.5;4.41;-0.094;45.394;2.5;2.493;48.811;1.848;27011709.213;NaN;NaN;90.2;2.677;NaN;
80.4741;71.9;45.7;37.5;5.05;0.102;43.222;2.7;4.155;48.789;1.852;27011709.213;NaN;NaN;90.4;2.677;NaN;
80.5242;72.8;45.7;37.5;3.54;0.183;2.754;2.0;3.691;48.919;0.082;27011709.213;NaN;NaN;4.0;2.677;NaN;
80.5742;72.3;45.7;37.5;2.38;-0.355;-0.007;1.8;2.154;48.919;0.003;27011709.213;NaN;NaN;0.1;2.677;NaN;
80.6242;71.7;45.7;37.5;1.36;-0.049;0.438;2.0;1.096;48.919;0.001;27011709.213;NaN;NaN;0.0;2.677;NaN;
80.6742;72.6;45.7;37.5;1.23;0.552;0.523;1.9;0.643;48.941;0.004;27011709.213;NaN;NaN;0.2;2.677;NaN;
80.7242;72.9;45.7;37.5;2.56;0.065;-0.106;1.7;0.474;48.941;0.004;27011709.213;NaN;NaN;0.2;2.677;NaN;
80.7742;72.3;45.7;37.5;3.39;-0.258;-0.628;1.7;0.278;48.941;0.003;27011709.213;NaN;NaN;0.1;2.677;NaN;
80.8242;72.0;45.7;37.5;2.11;-0.063;0.109;2.1;-0.169;48.919;0.002;27011709.213;NaN;NaN;0.1;2.677;NaN;
80.8743;72.6;45.7;37.5;2.72;-0.304;0.019;2.1;-0.099;48.919;0.002;27011709.213;NaN;NaN;0.1;2.677;NaN;
80.9243;72.9;45.7;37.4;2.29;0.008;0.151;2.1;-0.058;48.919;0.003;27011709.213;NaN;NaN;0.1;2.677;NaN;
80.9743;72.0;45.7;37.4;2.26;0.316;0.202;1.9;0.110;48.941;0.002;27011709.213;NaN;NaN;0.1;2.677;NaN;
81.0243;72.0;45.7;37.4;2.17;0.300;0.202;2.0;-0.035;48.941;0.004;27011709.213;NaN;NaN;0.2;2.677;NaN;
81.0743;73.0;45.7;37.4;3.70;-0.341;-0.802;1.9;0.040;48.941;0.002;27011709.213;NaN;NaN;0.1;2.677;NaN;
81.1243;72.8;45.7;37.5;2.60;-0.339;-0.006;1.8;0.101;48.941;0.000;27011709.213;NaN;NaN;0.0;2.677;NaN;
