pm.lu_iD@A;pm.lu_iQ@A;pm.flux_H;pm.lu_wS_rpm@rpm;pm.flux_lpf_E;pm.watt_lpf_wP@W;pm.const_lpf_U@V;ap.temp_PCB@C;
-0.072;11.806;4;161.50;1.82E-4;157.8;44.060;36.6;
0.055;3.508;6;136.00;1.15E-4;30.4;46.228;36.6;
-0.004;1.313;9;118.11;1.57E-4;8.7;46.680;36.7;
0.222;4.054;6;111.36;9.60E-5;29.9;46.359;36.7;
0.329;18.063;4;143.93;5.75E-4;260.2;42.558;36.8;
-0.097;20.156;4;156.66;3.70E-4;331.1;41.116;36.8;
-0.102;13.790;4;179.42;2.21E-4;203.6;43.239;36.7;
-0.087;3.906;5;157.96;1.02E-4;39.2;46.079;36.7;
-0.014;0.631;6;140.13;3.89E-5;5.3;46.703;36.7;
-0.302;2.208;6;135.07;7.50E-5;17.2;46.538;36.7;
0.027;13.970;5;145.69;1.30E-4;190.7;43.803;36.8;
0.025;19.629;4;179.87;3.44E-4;333.1;41.048;36.8;
0.247;12.966;4;191.90;3.02E-4;200.5;43.267;36.8;
0.305;2.973;6;179.94;1.15E-4;33.0;46.161;36.8;
0.313;0.258;5;154.58;6.61E-5;2.1;46.729;36.7;
0.222;4.875;7;147.58;6.70E-5;49.4;46.061;36.7;
-0.097;12.684;5;166.44;1.29E-4;177.7;43.930;36.7;
0.459;14.934;4;183.42;2.28E-4;238.1;42.772;36.7;
-0.095;10.072;4;187.25;1.92E-4;139.8;44.439;36.8;
0.121;4.785;6;177.18;1.09E-4;56.2;45.832;36.8;
-0.065;6.789;6;168.09;7.43E-5;83.0;45.534;36.8;
0.270;14.969;4;180.58;2.44E-4;234.5;42.886;36.8;
-0.505;20.008;3;209.01;4.41E-4;370.3;40.268;36.8;
0.208;11.011;4;214.08;2.69E-4;176.7;43.620;36.8;
-0.123;2.615;6;189.78;6.74E-5;30.0;46.216;36.8;
-0.069;1.926;7;171.76;6.02E-5;18.3;46.467;36.8;
0.137;8.646;6;176.21;1.15E-4;111.5;45.047;36.8;
-0.081;14.789;4;198.07;2.16E-4;243.4;42.724;36.8;
-0.051;13.394;4;206.96;2.61E-4;219.1;43.037;36.8;
0.182;9.725;5;206.65;1.08E-4;147.6;44.339;36.8;
-0.255;8.998;5;211.70;1.62E-4;135.7;44.516;36.9;
-0.084;5.652;5;200.18;8.38E-5;74.4;45.545;36.9;
-0.061;2.446;7;193.13;6.91E-5;29.0;46.286;36.8;
0.131;10.675;5;194.13;1.08E-4;160.4;44.272;36.8;
-0.277;19.687;3;223.64;3.92E-4;379.6;40.139;36.9;
-0.177;20.232;3;234.76;4.14E-4;409.7;39.335;36.9;
0.110;15.406;3;244.87;3.27E-4;299.8;41.332;36.9;
0.032;5.946;5;231.18;1.09E-4;88.4;45.215;36.9;
-0.083;5.162;6;232.95;6.10E-5;79.0;45.476;36.9;
-0.213;12.868;4;228.75;2.49E-4;227.4;43.019;36.9;
-0.053;20.385;2;236.94;5.13E-4;425.4;39.005;37.0;
-0.068;20.180;2;269.25;3.72E-4;440.3;38.589;37.0;
0.147;13.036;3;269.39;2.80E-4;255.7;42.122;36.9;
0.064;6.228;5;255.60;1.04E-4;103.1;44.899;36.9;
-0.061;4.917;6;239.66;7.94E-5;72.1;45.519;36.9;
-0.394;13.181;4;252.66;2.22E-4;246.7;42.615;36.9;
-0.298;19.975;2;269.54;3.88E-4;442.3;38.664;37.0;
0.016;19.803;2;278.78;3.77E-4;448.0;38.309;37.0;
0.004;5.304;4;281.21;1.59E-4;94.4;44.968;36.9;
-0.005;3.593;7;264.30;6.49E-5;58.2;45.695;36.9;
-0.121;11.787;4;272.80;2.14E-4;227.0;43.005;37.0;
0.010;20.010;2;281.03;4.27E-4;450.9;38.403;37.0;
0.333;19.999;2;305.10;1.01E-3;476.5;37.651;37.0;
-1.655;20.110;1;333.82;2.52E-3;493.8;37.111;37.0;
0.056;8.076;4;301.69;1.45E-4;158.3;43.846;37.0;
0.262;9.450;5;296.67;1.41E-4;191.0;43.481;37.0;
-0.341;15.757;3;312.84;3.17E-4;358.3;40.373;37.0;
0.376;19.518;1;314.46;3.00E-3;482.5;37.450;37.0;
-0.097;13.032;2;335.64;2.87E-4;301.1;41.186;37.0;
-0.062;6.889;4;316.66;1.37E-4;135.5;44.253;37.0;
-0.189;4.575;6;302.07;8.34E-5;83.8;45.257;37.0;
0.035;7.725;4;297.55;1.08E-4;149.5;44.245;37.0;
0.109;19.712;2;322.16;5.18E-4;487.3;37.691;37.0;
-1.421;20.149;1;340.93;2.59E-3;515.0;36.510;37.0;
0.092;20.082;1;344.00;1.61E-3;529.9;36.158;37.0;
-0.053;19.803;1;364.16;8.14E-4;539.6;36.097;37.0;
0.258;19.824;1;359.03;1.24E-3;539.2;35.847;37.1;
-2.024;19.707;0;386.20;7.36E-4;549.5;35.503;37.1;
-1.187;20.030;0;373.15;8.10E-4;564.2;35.112;37.1;
-4.211;20.105;0;393.80;1.00E-3;588.9;34.832;37.1;
-2.405;20.234;0;377.21;9.56E-4;572.0;34.935;37.0;
-0.311;17.686;0;357.63;2.10E-3;470.1;37.222;37.0;
-0.186;5.195;4;375.56;1.14E-4;115.3;44.359;37.1;
0.075;4.921;6;354.65;6.64E-5;107.8;44.716;37.1;
-0.315;12.695;3;365.92;1.94E-4;310.4;41.309;37.1;
-2.279;20.345;0;373.84;6.39E-4;578.6;35.066;37.1;
-4.624;18.996;0;412.34;9.62E-4;570.5;34.799;37.8;
-4.453;19.552;0;406.30;8.83E-4;571.3;34.810;37.8;
-5.367;19.287;0;412.63;8.24E-4;572.3;34.831;37.1;
-5.696;18.694;0;419.09;8.60E-4;571.2;34.788;37.1;
-6.045;19.030;0;417.19;1.43E-3;553.3;34.705;37.2;
-6.080;18.304;0;433.49;1.12E-3;566.2;34.807;37.2;
-6.691;17.988;0;428.94;1.74E-3;558.6;34.774;37.0;
-7.075;17.979;0;443.45;1.67E-3;567.2;34.800;37.0;
-5.380;18.866;0;426.25;1.15E-3;575.2;34.800;37.2;
-6.211;18.564;0;428.23;1.66E-3;568.3;34.834;37.2;
-6.667;17.705;0;452.93;1.75E-3;570.8;34.779;37.2;
-7.752;16.936;0;475.11;2.40E-3;562.1;34.763;37.2;
-8.824;16.581;0;483.32;2.82E-3;562.6;34.789;37.1;
-9.187;16.443;0;488.34;3.38E-3;563.7;34.786;37.1;
-9.561;16.480;0;488.09;3.92E-3;564.6;34.801;37.2;
-9.295;16.996;0;480.79;3.85E-3;563.7;34.771;37.2;
-9.425;16.646;0;494.93;3.69E-3;566.6;34.767;37.2;
-9.484;16.012;0;507.52;5.00E-3;553.3;34.784;37.2;
-9.553;15.574;0;517.13;5.03E-3;555.5;34.869;37.2;
-9.785;15.706;0;520.62;4.96E-3;558.5;34.806;37.2;
-9.783;16.048;0;510.21;6.19E-3;556.7;34.786;37.2;
-9.505;15.345;0;531.35;5.21E-3;559.3;34.815;37.2;
-10.150;15.548;0;522.12;6.24E-3;558.4;34.776;37.3;
-10.074;15.786;0;524.69;5.89E-3;559.3;34.791;37.3;
-10.900;14.912;0;542.18;6.49E-3;556.8;34.732;37.3;
-10.835;14.328;0;563.50;8.69E-3;549.8;34.784;37.3;
-11.139;14.447;0;560.33;8.70E-3;551.5;34.802;37.5;
-12.028;14.412;0;563.09;1.08E-2;552.5;34.764;37.5;
-12.269;14.366;0;569.15;1.21E-2;553.3;34.799;37.3;
-11.714;14.122;0;570.78;1.06E-2;550.6;34.755;37.3;
-12.000;13.748;0;586.69;1.10E-2;548.1;34.807;37.3;
-11.998;14.145;0;573.78;1.08E-2;552.5;34.810;37.3;
-11.478;14.266;0;566.06;9.66E-3;554.0;34.806;37.4;
-11.963;14.003;0;577.92;9.95E-3;555.8;34.787;37.4;
-11.858;13.880;0;568.11;9.69E-3;554.2;34.755;37.5;
-10.712;14.559;0;546.96;8.81E-3;553.7;34.791;37.5;
-10.845;15.225;0;535.24;7.12E-3;551.6;34.812;37.4;
-10.263;15.310;0;521.87;6.97E-3;551.8;34.805;37.4;
-11.806;14.296;0;543.76;8.61E-3;541.6;34.790;37.4;
-10.933;14.746;0;549.78;8.08E-3;554.3;34.864;37.4;
-10.748;15.331;0;546.85;8.83E-3;558.7;34.808;37.5;
-11.400;14.509;0;563.52;8.97E-3;550.3;34.786;37.5;
-12.130;14.458;0;557.77;8.79E-3;549.2;34.816;37.5;
-12.341;14.309;0;565.31;9.73E-3;549.4;34.768;37.5;
-12.809;14.441;0;558.00;1.06E-2;544.7;34.726;37.5;
-12.070;13.823;0;577.55;1.08E-2;552.4;34.777;37.5;
-11.250;12.863;0;622.09;1.15E-2;544.7;34.761;37.5;
-11.864;13.450;0;585.49;1.23E-2;544.5;34.812;37.5;
-11.980;14.371;0;575.31;1.06E-2;552.3;34.818;37.6;
-12.563;13.001;0;586.25;1.28E-2;543.0;34.757;37.6;
-12.417;13.266;0;597.29;1.37E-2;546.2;34.775;37.5;
-11.856;15.341;0;508.91;1.27E-2;551.8;34.751;37.5;
-12.237;14.193;0;576.59;1.32E-2;549.1;34.810;37.5;
-12.783;13.447;0;586.22;1.18E-2;547.4;34.787;37.5;
-10.421;16.086;0;496.56;1.24E-2;553.7;34.877;37.6;
-12.183;13.508;0;595.46;1.12E-2;543.8;34.844;37.6;
-12.228;13.487;0;592.33;1.27E-2;540.9;34.819;37.7;
-12.895;13.110;0;602.65;1.19E-2;547.8;34.763;37.7;
-12.420;13.808;0;590.54;1.33E-2;547.9;34.770;37.6;
-12.634;13.920;0;585.63;1.29E-2;546.3;34.848;37.6;
-13.627;13.354;0;599.49;1.41E-2;542.1;34.804;37.7;
-12.936;13.107;0;605.39;1.31E-2;541.2;34.742;37.7;
-13.395;13.429;0;597.61;1.36E-2;543.0;34.777;37.7;
-13.708;13.416;0;602.00;1.41E-2;545.9;34.802;37.7;
-12.955;13.100;0;602.18;1.50E-2;541.8;34.752;37.8;
-12.797;13.367;0;596.85;1.32E-2;546.5;34.759;37.8;
-12.413;13.414;0;594.12;1.29E-2;543.5;34.759;37.8;
-12.389;13.419;0;595.76;1.28E-2;544.8;34.802;37.8;
-12.687;13.603;0;598.39;1.15E-2;544.3;34.744;37.9;
-13.121;12.927;0;605.76;1.25E-2;543.6;34.775;37.9;
-13.611;12.945;0;595.80;1.49E-2;535.6;34.748;37.8;
-13.062;12.804;0;598.26;1.23E-2;542.0;34.774;37.8;
-12.749;12.665;0;603.43;1.22E-2;541.8;34.739;37.9;
-12.347;13.699;0;582.30;1.13E-2;543.4;34.749;37.9;
-12.173;13.593;0;580.66;1.23E-2;543.4;34.743;37.9;
-11.736;13.761;0;589.58;1.07E-2;546.6;34.889;37.9;
-11.953;13.967;0;582.52;1.20E-2;542.6;34.799;37.8;
-12.557;13.193;0;588.61;1.13E-2;540.0;34.759;37.8;
-12.690;13.003;0;590.70;1.21E-2;542.2;34.736;37.9;
-12.249;14.231;0;572.52;1.15E-2;542.5;34.776;37.9;
-12.920;13.339;0;596.49;1.19E-2;543.6;34.775;37.9;
-12.301;13.517;0;587.60;1.17E-2;543.0;34.744;37.9;
-12.349;13.628;0;582.03;1.14E-2;538.7;34.762;38.0;
-13.265;13.142;0;591.27;1.24E-2;540.8;34.739;38.0;
-13.444;12.876;0;598.67;1.24E-2;539.0;34.739;38.0;
-12.233;12.994;0;597.25;1.22E-2;537.4;34.787;38.0;
-12.780;12.827;0;602.00;1.23E-2;542.4;34.750;38.0;
-12.498;13.526;0;580.27;1.30E-2;538.6;34.748;38.0;
-12.867;13.258;0;598.49;1.22E-2;540.4;34.797;38.1;
-12.416;13.605;0;586.49;1.29E-2;541.0;34.770;38.1;
-12.209;13.911;0;587.82;1.18E-2;540.6;34.782;38.1;
-12.823;13.286;0;599.53;1.35E-2;536.0;34.695;38.1;
-12.994;13.284;0;590.89;1.17E-2;540.7;34.790;38.1;
-12.262;13.196;0;589.21;1.14E-2;537.9;34.739;38.1;
-11.955;13.896;0;580.16;1.15E-2;539.1;34.789;38.1;
-12.331;13.413;0;588.65;1.15E-2;539.7;34.756;38.1;
-12.183;13.542;0;582.68;9.97E-3;542.1;34.809;38.1;
-12.398;13.397;0;589.47;1.12E-2;536.3;34.779;38.1;
-12.663;12.992;0;599.81;1.28E-2;533.9;34.758;38.1;
-12.429;12.879;0;598.25;1.22E-2;538.5;34.757;38.1;
-12.340;13.101;0;594.10;1.36E-2;537.4;34.751;38.3;
-13.541;12.267;0;620.06;1.40E-2;534.5;34.759;38.3;
-13.730;12.732;0;616.07;1.49E-2;534.9;34.784;38.1;
-12.770;13.413;0;600.58;1.38E-2;537.5;34.771;38.1;
-13.211;12.671;0;609.24;1.35E-2;540.3;34.726;38.2;
-13.444;12.172;0;616.77;1.41E-2;533.3;34.785;38.2;
-13.216;12.873;0;611.30;1.43E-2;530.4;34.781;38.2;
-12.529;13.296;0;607.03;1.26E-2;539.9;34.806;38.2;
-12.366;13.097;0;607.95;1.26E-2;533.4;34.800;38.3;
-12.830;12.712;0;606.42;1.31E-2;537.4;34.768;38.3;
-13.185;12.642;0;612.96;1.42E-2;533.5;34.781;38.3;
-13.401;12.640;0;610.57;1.37E-2;531.5;34.772;38.3;
-13.073;12.906;0;605.98;1.34E-2;536.0;34.784;38.3;
-13.235;13.334;0;594.56;1.41E-2;535.3;34.735;38.3;
-12.751;13.048;0;614.27;1.38E-2;537.2;34.867;38.3;
-13.961;12.243;0;620.90;1.39E-2;533.4;34.766;38.3;
-13.529;13.217;0;599.66;1.47E-2;533.3;34.767;38.3;
-13.121;12.251;0;621.24;1.48E-2;532.0;34.729;38.3;
-13.593;12.716;0;615.42;1.46E-2;534.2;34.736;38.4;
-12.864;13.164;0;607.89;1.43E-2;535.0;34.761;38.4;
-12.746;12.770;0;604.89;1.35E-2;534.4;34.756;38.5;
-12.641;12.761;0;605.24;1.23E-2;532.5;34.789;38.5;
-13.891;12.508;0;611.48;1.42E-2;528.5;34.736;38.4;
-12.840;12.521;0;614.68;1.31E-2;532.5;34.760;38.4;
-13.829;12.960;0;605.42;1.45E-2;532.3;34.758;38.4;
-12.828;13.124;0;608.64;1.23E-2;536.6;34.784;38.4;
-12.815;12.824;0;608.05;1.35E-2;531.6;34.743;38.5;
-12.547;12.775;0;608.89;1.22E-2;537.2;34.830;38.5;
-12.470;12.795;0;603.55;1.38E-2;530.1;34.763;38.6;
-13.286;12.180;0;613.09;1.28E-2;530.6;34.728;38.6;
-13.854;12.417;0;614.82;1.36E-2;533.0;34.786;38.6;
-13.394;12.526;0;617.25;1.47E-2;523.3;34.776;38.6;
-12.839;12.992;0;610.98;1.35E-2;538.1;34.754;38.6;
-12.838;12.727;0;604.88;1.33E-2;531.7;34.778;38.6;
-13.848;12.343;0;624.96;1.53E-2;528.6;34.773;38.6;
-13.623;12.243;0;621.23;1.42E-2;534.4;34.778;38.6;
-14.192;12.377;0;623.66;1.58E-2;531.4;34.759;38.6;
-13.926;11.936;0;635.72;1.55E-2;529.4;34.776;38.6;
-13.413;12.785;0;620.88;1.54E-2;532.9;34.741;38.7;
-14.649;12.225;0;638.10;1.71E-2;530.5;34.748;38.7;
-14.038;12.012;0;631.02;1.56E-2;527.6;34.751;38.7;
-13.717;11.849;0;631.52;1.60E-2;529.1;34.712;38.7;
-13.661;12.343;0;629.17;1.53E-2;533.1;34.784;38.6;
-13.917;12.002;0;636.06;1.52E-2;529.7;34.740;38.6;
-13.186;12.616;0;611.27;1.53E-2;527.6;34.772;38.8;
-13.992;12.313;0;628.57;1.60E-2;526.1;34.774;38.8;
-13.004;12.612;0;620.02;1.46E-2;533.3;34.813;38.7;
-12.898;12.529;0;620.27;1.40E-2;529.9;34.747;38.7;
-13.554;13.034;0;602.21;1.45E-2;531.9;34.764;38.8;
-12.982;12.967;0;603.22;1.26E-2;534.1;34.758;38.8;
-12.798;12.413;0;610.40;1.36E-2;526.9;34.757;38.7;
-13.557;12.368;0;610.39;1.36E-2;525.2;34.740;38.7;
-13.189;12.775;0;606.40;1.29E-2;531.7;34.724;38.8;
-13.518;12.903;0;604.06;1.33E-2;528.7;34.729;38.8;
-13.104;12.828;0;601.77;1.22E-2;532.9;34.753;38.8;
-12.875;12.464;0;612.81;1.32E-2;528.7;34.792;38.8;
-14.124;12.219;0;609.73;1.53E-2;518.9;34.721;38.8;
-13.428;13.082;0;610.18;1.43E-2;532.9;34.787;38.8;
-12.823;12.557;0;611.41;1.46E-2;527.3;34.746;38.8;
-14.515;12.376;0;608.28;1.51E-2;526.3;34.668;38.8;
-13.577;11.716;0;627.45;1.42E-2;525.8;34.723;38.9;
-13.067;12.190;0;636.19;1.53E-2;528.4;34.787;38.9;
-14.224;12.168;0;623.96;1.53E-2;526.6;34.747;38.9;
-13.488;11.777;0;639.41;1.63E-2;523.9;34.770;38.9;
-13.649;12.301;0;628.88;1.51E-2;527.8;34.731;39.0;
-13.124;12.698;0;627.55;1.49E-2;528.7;34.775;39.0;
-14.181;12.181;0;630.70;1.66E-2;524.3;34.768;39.0;
-14.183;11.736;0;645.48;1.64E-2;523.0;34.786;39.0;
-14.509;12.151;0;646.30;1.83E-2;522.0;34.825;39.0;
-14.545;11.497;0;651.27;1.68E-2;522.3;34.767;39.0;
-14.255;12.170;0;643.00;1.69E-2;529.6;34.835;39.0;
-13.738;12.594;0;628.92;1.74E-2;529.8;34.739;39.0;
-13.708;12.335;0;642.51;1.69E-2;527.8;34.772;39.0;
-13.768;11.858;0;642.14;1.73E-2;524.9;34.751;39.0;
-14.024;11.888;0;639.53;1.77E-2;526.0;34.759;39.1;
-13.579;11.547;0;647.80;1.80E-2;520.2;34.783;39.1;
-14.755;11.452;0;652.02;1.72E-2;526.4;34.788;39.1;
-14.538;11.539;0;651.13;1.69E-2;522.1;34.767;39.1;
-14.864;12.039;0;643.39;1.79E-2;528.3;34.774;39.1;
-14.295;12.070;0;641.96;1.74E-2;527.3;34.820;39.1;
-14.201;12.247;0;653.53;1.79E-2;529.8;34.761;39.1;
-13.481;12.150;0;644.19;1.59E-2;527.9;34.786;39.1;
-13.784;11.941;0;634.74;1.53E-2;525.4;34.713;39.2;
-13.915;11.681;0;638.99;1.51E-2;522.9;34.756;39.2;
-13.531;12.237;0;625.97;1.53E-2;525.8;34.728;39.3;
-13.818;12.720;0;623.63;1.59E-2;527.9;34.796;39.3;
-13.956;12.213;0;634.86;1.56E-2;522.9;34.779;39.2;
-14.305;11.496;0;637.66;1.52E-2;516.8;34.751;39.2;
-13.567;12.006;0;633.57;1.46E-2;525.3;34.758;39.2;
-13.324;12.574;0;631.51;1.59E-2;528.6;34.812;39.2;
-14.474;12.558;0;633.09;1.55E-2;526.6;34.785;39.3;
-14.071;12.311;0;641.70;1.72E-2;525.7;34.742;39.3;
-14.690;12.506;0;633.12;1.71E-2;529.5;34.816;39.2;
-13.723;12.273;0;632.78;1.63E-2;529.4;34.724;39.2;
-14.477;11.803;0;648.18;1.67E-2;530.4;34.738;39.3;
-14.588;11.002;0;659.24;1.74E-2;518.7;34.746;39.3;
-14.069;11.833;0;643.65;1.63E-2;521.6;34.768;39.4;
-14.584;11.520;0;649.04;1.85E-2;515.3;34.779;39.4;
-14.255;11.925;0;641.40;1.64E-2;523.4;34.780;39.3;
-14.289;11.465;0;626.79;1.63E-2;514.5;34.763;39.3;
-13.994;11.377;0;640.54;1.58E-2;518.6;34.680;39.4;
-13.834;12.231;0;626.51;1.50E-2;529.4;34.704;39.4;
-13.597;12.348;0;622.52;1.59E-2;528.3;34.821;39.4;
-14.392;12.622;0;621.76;1.57E-2;525.5;34.770;39.4;
-13.399;11.727;0;643.89;1.55E-2;523.5;34.756;39.4;
-14.331;11.646;0;645.39;1.73E-2;522.5;34.803;39.4;
-14.205;11.377;0;651.25;1.69E-2;521.5;34.732;39.4;
-13.621;11.652;0;638.23;1.53E-2;520.6;34.745;39.4;
-13.461;12.156;0;621.45;1.43E-2;521.9;34.737;39.5;
-14.019;12.246;0;636.04;1.47E-2;523.3;34.753;39.5;
-14.228;11.850;0;631.33;1.61E-2;516.0;34.741;39.4;
-13.571;11.917;0;635.01;1.52E-2;525.0;34.728;39.4;
-13.834;11.895;0;631.63;1.48E-2;526.2;34.700;39.5;
-14.121;11.969;0;631.88;1.57E-2;527.7;34.746;39.5;
-13.624;12.423;0;629.53;1.58E-2;528.7;34.741;39.5;
-13.699;12.803;0;626.73;1.53E-2;529.5;34.858;39.5;
-13.962;12.164;0;638.41;1.64E-2;527.5;34.754;39.6;
-13.529;12.068;0;637.29;1.62E-2;524.8;34.763;39.6;
-13.836;11.413;0;659.83;1.65E-2;521.4;34.782;39.5;
-14.063;11.226;0;662.09;1.82E-2;521.2;34.734;39.5;
-14.709;11.411;0;668.85;1.93E-2;518.9;34.748;39.5;
-14.475;11.387;0;655.33;1.75E-2;522.3;34.765;39.5;
-15.044;10.841;0;672.47;1.93E-2;518.2;34.776;39.6;
-14.487;11.078;0;670.47;1.92E-2;524.6;34.734;39.6;
-14.863;11.298;0;664.34;1.87E-2;516.0;34.752;39.6;
-14.496;11.076;0;664.92;1.95E-2;519.3;34.725;39.6;
-14.065;11.504;0;666.07;1.85E-2;523.9;34.793;39.7;
-14.547;11.390;0;661.70;1.86E-2;517.9;34.767;39.7;
-14.094;11.871;0;646.51;1.76E-2;523.3;34.751;39.7;
-15.399;11.160;0;664.71;1.84E-2;520.5;34.759;39.7;
-14.819;11.658;0;649.04;1.70E-2;520.2;34.806;39.7;
-13.763;12.243;0;634.08;1.74E-2;523.9;34.770;39.7;
-14.267;11.593;0;656.70;1.73E-2;522.9;34.748;39.7;
-14.551;11.097;0;655.73;1.66E-2;516.2;34.732;39.7;
-14.449;11.711;0;654.46;1.70E-2;520.0;34.750;39.7;
-14.253;12.179;0;640.16;1.85E-2;521.3;34.756;39.7;
-13.964;11.718;0;640.47;1.70E-2;519.5;34.739;39.7;
-14.716;11.423;0;662.75;1.82E-2;521.6;34.751;39.7;
-14.204;11.638;0;661.85;1.76E-2;522.4;34.798;39.8;
-11.144;10.037;0;696.23;1.98E-2;506.7;34.734;39.8;
-14.424;11.389;0;654.13;1.97E-2;518.3;34.712;39.9;
-15.436;11.151;0;666.89;1.94E-2;518.3;34.763;39.9;
-14.003;11.351;0;663.42;1.84E-2;524.1;34.791;39.8;
-14.442;11.395;0;666.48;1.92E-2;513.7;34.780;39.8;
-14.446;11.564;0;653.29;1.80E-2;520.9;34.753;39.9;
-15.106;11.542;0;660.60;2.00E-2;521.5;34.790;39.9;
-14.766;11.005;0;668.53;1.86E-2;520.1;34.756;39.8;
-15.886;11.177;0;660.46;2.03E-2;516.2;34.717;39.8;
-13.906;11.233;0;655.39;1.88E-2;516.2;34.723;39.9;
-14.904;11.559;0;658.86;1.90E-2;520.2;34.771;39.9;
-14.522;11.320;0;661.97;1.77E-2;527.1;34.726;39.8;
-15.681;11.116;0;639.70;1.87E-2;509.2;34.760;39.8;
-14.346;12.024;0;652.85;1.82E-2;520.6;34.791;39.9;
-14.194;11.093;0;662.80;1.93E-2;514.0;34.733;39.9;
-14.507;12.011;0;654.71;1.83E-2;522.9;34.741;40.0;
-15.481;10.567;0;671.54;2.06E-2;510.9;34.716;40.0;
-14.292;11.469;0;657.70;1.97E-2;517.5;34.723;39.9;
-14.885;11.379;0;675.72;1.98E-2;518.9;34.772;39.9;
-15.020;10.973;0;672.96;1.97E-2;514.7;34.767;39.9;
-15.140;10.179;0;695.96;2.11E-2;514.6;34.727;39.9;
-15.004;10.476;0;682.56;2.04E-2;517.1;34.717;40.1;
-14.821;11.027;0;677.78;2.24E-2;516.9;34.718;40.1;
-14.830;11.241;0;669.10;2.02E-2;524.5;34.757;40.1;
-14.432;11.833;0;656.98;1.95E-2;520.9;34.748;40.1;
-15.286;11.547;0;667.51;2.00E-2;520.5;34.784;40.1;
-15.321;10.646;0;679.43;2.08E-2;513.0;34.738;40.1;
-14.487;10.617;0;682.59;2.07E-2;512.4;34.760;40.1;
-14.658;11.206;0;663.98;1.98E-2;520.4;34.767;40.1;
-15.175;11.155;0;675.82;1.92E-2;517.5;34.739;40.1;
-15.365;10.472;0;680.38;1.96E-2;513.9;34.752;40.1;
-14.559;11.173;0;662.61;1.88E-2;520.6;34.766;40.2;
-15.263;11.412;0;666.88;2.04E-2;516.3;34.730;40.2;
-14.622;10.823;0;672.03;1.93E-2;512.6;34.754;40.1;
-14.034;11.912;0;659.38;1.81E-2;522.8;34.771;40.1;
-15.021;10.917;0;667.59;1.92E-2;512.4;34.744;40.2;
-13.838;11.751;0;652.00;1.83E-2;517.1;34.754;40.2;
-14.614;11.290;0;669.70;1.95E-2;514.7;34.776;40.2;
-14.747;10.749;0;670.97;2.01E-2;514.8;34.712;40.2;
-14.335;11.380;0;657.80;1.98E-2;517.4;34.733;40.2;
-14.493;11.699;0;660.04;1.95E-2;520.2;34.753;40.2;
-10.337;10.573;0;679.61;1.91E-2;507.7;34.748;40.2;
-14.148;12.211;0;642.68;1.73E-2;520.5;34.763;40.2;
-14.563;10.869;0;671.34;1.85E-2;515.0;34.717;40.3;
-15.095;11.348;0;656.74;1.76E-2;515.4;34.751;40.3;
-13.584;12.019;0;644.04;1.60E-2;522.3;34.752;40.2;
-13.720;11.860;0;636.21;1.65E-2;523.8;34.795;40.2;
-14.100;11.041;0;652.25;1.61E-2;516.0;34.693;40.3;
-14.560;11.434;0;655.99;1.73E-2;515.2;34.737;40.3;
-4.561;4.832;0;648.57;2.84E-3;196.8;41.561;40.2;
-0.291;1.413;0;637.58;2.11E-4;50.4;44.201;40.2;
-0.069;-1.660;11;633.10;2.29E-4;-53.5;45.951;40.3;
-0.000;-5.903;8;607.18;2.76E-4;-180.4;47.743;40.3;
0.139;-5.429;9;603.18;2.44E-4;-165.4;47.638;40.4;
-7.928;9.436;0;627.21;2.01E-3;378.6;39.005;40.4;
-14.670;12.205;0;643.19;1.82E-2;531.7;34.809;40.4;
-14.546;11.719;0;653.98;1.97E-2;528.9;34.752;40.4;
-14.802;11.192;0;674.69;2.04E-2;530.8;34.789;40.5;
-15.087;11.074;0;671.65;2.03E-2;523.4;34.740;40.5;
-14.919;11.128;0;680.52;2.19E-2;527.2;34.762;40.5;
-14.843;10.824;0;680.57;2.04E-2;521.9;34.740;40.5;
-14.416;11.152;0;676.65;1.98E-2;522.3;34.809;40.5;
-14.894;11.068;0;675.53;2.06E-2;522.5;34.761;40.5;
-14.675;11.839;0;659.20;2.12E-2;529.3;34.745;40.5;
-15.157;11.439;0;670.40;1.98E-2;524.3;34.790;40.5;
-15.191;10.869;0;678.10;2.00E-2;521.2;34.764;40.5;
-14.320;11.635;0;661.26;1.94E-2;526.4;34.724;40.5;
-15.143;11.392;0;669.67;2.02E-2;518.8;34.763;40.5;
-15.222;10.742;0;678.74;2.10E-2;519.7;34.769;40.5;
-14.199;11.712;0;662.88;1.90E-2;523.6;34.809;40.6;
-15.184;11.265;0;677.30;2.06E-2;519.7;34.779;40.6;
-15.085;10.910;0;671.98;1.89E-2;519.6;34.731;40.6;
-14.155;12.131;0;652.98;1.76E-2;528.1;34.789;40.6;
-14.878;10.705;0;671.94;1.82E-2;517.1;34.727;40.6;
-14.465;11.656;0;659.88;1.79E-2;521.2;34.790;40.6;
-15.368;10.974;0;672.01;2.01E-2;517.5;34.770;40.6;
-14.487;11.065;0;680.81;1.86E-2;521.5;34.776;40.6;
-14.863;11.629;0;661.41;1.85E-2;520.0;34.786;40.6;
-15.622;10.932;0;682.95;2.07E-2;518.3;34.750;40.6;
-15.468;10.701;0;683.07;2.01E-2;515.1;34.762;40.6;
-15.440;10.473;0;690.54;2.17E-2;517.3;34.736;40.6;
-15.581;10.426;0;696.91;2.16E-2;513.8;34.778;40.6;
