time@s;pm.lu_iD@A;pm.lu_iQ@A;pm.lu_wS_rpm@rpm;pm.lu_mq_load@Nm;pm.watt_consumption_wA@A;pm.const_fb_U@V;ap.temp_PCB@C;pm.vsi_AQ;pm.vsi_BQ;pm.vsi_CQ;
41.950001;-1.462;39.647;6416.13;1.160;22.4;43.991;51.4;0;741;1831;
41.999998;15.797;41.496;6346.12;1.249;22.7;43.991;51.2;1903;0;1489;
42.049999;-1.714;38.233;6549.22;1.148;22.8;43.927;51.2;1084;2800;1278;
42.100000;-2.413;36.529;6657.66;1.110;22.7;43.927;51.4;2800;1383;1095;
42.150001;5.680;40.027;6632.11;1.130;22.4;43.906;51.4;1491;0;1858;
42.200002;-2.340;40.154;6412.03;1.263;23.0;43.948;51.5;0;1205;1770;
42.249999;0.413;39.490;6598.16;1.162;22.9;43.927;51.5;1078;2800;1257;
42.300000;19.079;42.531;6491.55;1.217;22.8;43.906;51.5;1542;1995;0;
42.349996;0.321;38.111;6664.80;1.108;22.5;43.948;51.5;1812;0;498;
42.400002;0.349;40.084;6374.04;1.282;22.9;43.948;51.4;1815;977;2800;
42.449998;-2.265;38.996;6566.02;1.162;22.9;43.884;51.4;0;1316;1836;
42.500000;-5.306;39.667;6560.61;1.166;22.9;43.906;51.6;1076;2800;1378;
42.550001;12.170;41.995;6385.82;1.272;23.1;43.906;51.6;1544;1812;0;
42.599997;2.213;38.515;6542.63;1.177;22.8;43.884;51.4;1807;0;315;
42.650003;2.824;40.503;6464.89;1.224;23.1;43.906;51.4;2061;937;2800;
42.699999;-6.936;39.031;6446.28;1.238;23.3;43.842;51.6;0;1035;1798;
42.750000;-4.080;40.395;6505.50;1.204;23.2;43.906;51.6;1029;2800;1584;
42.799997;0.556;40.340;6505.54;1.213;23.2;43.927;51.5;1231;1842;0;
42.849998;4.202;38.323;6578.18;1.161;22.7;43.927;51.5;2800;1278;1019;
42.899999;-8.458;40.344;6445.74;1.250;22.9;43.948;51.5;1469;0;1593;
42.950000;2.464;39.492;6560.16;1.164;23.1;43.842;51.5;1143;1114;2800;
43.000001;3.528;40.692;6526.70;1.191;22.8;43.884;51.5;944;2800;2249;
43.049998;-3.214;39.058;6549.18;1.180;23.0;43.948;51.5;713;1853;0;
43.099999;13.479;41.509;6488.16;1.214;22.3;43.927;51.6;1820;1669;0;
43.150000;-0.416;38.876;6543.52;1.182;23.0;43.842;51.6;1862;0;608;
43.200001;9.258;41.570;6355.99;1.302;23.2;43.821;51.6;1759;0;1531;
43.249998;-1.011;39.429;6527.47;1.185;23.1;43.863;51.6;1340;1032;2800;
43.299999;-3.557;38.762;6354.34;1.310;23.3;43.863;51.6;0;1243;1754;
43.350000;-0.771;40.424;6523.89;1.200;23.2;43.842;51.6;947;2800;2052;
43.400001;-5.396;40.003;6498.34;1.213;23.2;43.906;51.6;1241;2800;1233;
43.450002;11.527;42.084;6444.97;1.232;23.2;43.799;51.6;1672;1732;0;
43.499999;-1.370;33.486;6770.39;1.033;21.6;44.012;51.6;1670;0;600;
43.550000;2.633;34.456;6590.65;1.090;20.3;43.970;51.6;1270;1095;2800;
43.599996;8.956;32.538;6346.86;1.011;15.9;44.375;51.7;1710;0;1663;
43.650002;-2.069;21.540;6188.71;0.673;10.1;44.886;51.7;880;1469;0;
43.699998;-6.845;17.074;5587.84;0.553;6.1;45.185;51.6;1277;1128;0;
43.750000;-1.813;14.113;5089.50;0.362;3.2;45.462;51.6;1104;979;0;
43.800001;0.021;4.557;4784.47;0.196;1.8;45.653;51.7;1013;861;0;
43.849997;0.606;0.647;4285.04;0.105;0.2;45.760;51.7;0;810;824;
43.900003;0.540;-0.147;3902.69;0.013;-0.0;45.739;51.7;832;599;0;
43.949999;0.204;0.026;3480.16;0.041;0.0;45.824;51.7;0;753;297;
44.000000;0.587;-0.166;3176.67;0.040;0.0;45.888;51.7;550;0;648;
44.049997;-0.147;0.306;2939.91;0.034;0.0;45.888;51.7;0;0;553;
44.099998;-0.523;0.270;2753.46;0.023;-0.0;45.909;51.5;312;597;0;
44.149999;-0.334;0.069;2570.37;0.023;0.0;45.909;51.5;300;0;557;
44.200000;0.523;0.250;2415.66;0.025;0.0;45.952;51.8;64;483;0;
44.250001;0.199;-0.084;2298.91;0.010;0.0;45.952;51.8;485;130;0;
44.299998;-0.070;0.006;2247.57;-0.031;-0.0;45.952;51.6;461;88;0;
44.349999;0.136;0.067;2066.67;0.011;0.0;45.931;51.6;0;421;84;
44.400000;-0.227;0.292;2021.25;-0.018;-0.0;45.952;51.6;432;244;0;
44.450001;0.018;0.078;1869.95;0.015;-0.0;45.931;51.6;59;375;0;
44.499998;-0.127;0.043;1878.26;-0.036;-0.0;45.973;51.6;372;44;0;
44.549999;-0.530;0.027;1720.74;0.011;0.0;46.037;51.6;131;367;0;
44.600000;-0.247;0.181;1694.15;-0.011;-0.0;45.952;51.6;348;268;0;
44.650001;0.075;0.163;1586.04;0.013;-0.0;46.080;51.6;0;99;332;
44.700002;-0.324;-0.277;1536.09;0.005;0.0;46.016;51.5;189;0;333;
44.749999;-0.333;0.034;1490.33;0.003;-0.0;45.973;51.5;0;194;320;
44.800000;0.170;0.122;1488.64;-0.021;-0.0;45.994;51.6;319;171;0;
44.849996;-0.951;0.209;1374.51;0.015;0.0;46.037;51.6;42;272;0;
44.900002;-0.126;0.375;1309.61;0.028;0.0;46.058;51.5;77;274;0;
44.949998;-0.778;0.172;1299.80;0.004;0.0;46.080;51.5;249;0;0;
45.000000;0.212;0.085;1197.24;0.038;0.0;46.080;51.4;0;240;193;
45.050001;0.629;-0.162;1221.89;0.003;0.0;45.973;51.4;69;0;257;
45.099997;0.250;-0.271;1185.44;0.002;0.0;46.080;51.5;122;0;256;
45.150003;0.060;-0.087;1170.18;-0.006;-0.0;46.037;51.5;0;163;252;
45.199999;-0.212;-0.021;1146.63;-0.006;-0.0;46.122;51.4;199;230;0;
45.250000;-0.128;0.180;1073.10;0.014;0.0;46.101;51.4;0;0;206;
45.299997;0.522;-0.119;1132.53;-0.035;-0.0;46.080;51.2;237;0;54;
45.349998;0.110;-0.175;1044.75;-0.000;0.0;46.080;51.2;227;111;0;
45.399999;0.039;-0.007;1063.53;-0.023;-0.0;46.058;51.5;223;72;0;
45.450000;-0.099;0.164;989.90;0.002;-0.0;46.101;51.5;207;0;134;
45.500001;-0.250;0.093;908.23;0.032;0.0;46.101;51.3;0;108;190;
45.549998;0.265;-0.225;944.44;-0.001;-0.0;46.122;51.3;200;145;0;
45.599999;-0.097;-0.086;854.10;0.035;0.0;46.101;51.3;0;151;166;
45.650000;-0.040;0.060;884.95;0.005;-0.0;46.186;51.3;115;0;185;
45.700001;-0.131;-0.008;937.31;-0.036;-0.0;46.165;51.0;202;0;106;
45.749998;0.219;0.003;857.50;0.000;-0.0;46.144;51.0;181;0;61;
45.799999;-0.050;-0.270;909.06;-0.040;-0.0;46.165;51.2;197;0;130;
45.850000;0.244;-0.075;826.33;-0.001;0.0;46.144;51.2;65;0;175;
45.900001;-0.134;0.045;767.25;0.019;0.0;46.144;51.0;0;160;110;
45.950002;0.181;-0.115;803.44;-0.011;0.0;46.144;51.0;171;65;0;
45.999999;-3.981;0.904;704.11;0.029;0.0;46.144;51.0;0;163;105;
46.050000;-3.946;-0.301;747.46;-0.005;0.0;46.186;51.0;172;0;169;
46.099996;-2.958;0.979;767.56;-0.023;0.0;46.058;51.0;163;97;0;
46.150002;-2.566;0.154;689.60;0.010;0.0;46.122;51.0;0;146;0;
46.199998;-3.135;-0.049;599.45;0.052;0.0;46.144;51.0;0;136;0;
46.250000;-3.792;0.528;656.99;0.010;0.0;46.208;51.0;0;141;0;
46.300001;-3.277;0.827;649.93;0.007;0.0;46.165;51.0;121;131;0;
46.349997;-2.709;-0.241;622.28;0.011;0.0;46.186;51.0;131;0;0;
46.400003;-3.181;0.590;626.93;0.000;0.0;46.208;50.9;0;0;133;
46.449999;-2.706;-0.221;610.27;0.008;0.0;46.186;50.9;0;136;0;
46.500000;-1.914;0.292;703.53;-0.049;0.0;46.186;50.6;142;0;0;
46.549997;-3.416;0.618;599.66;0.006;0.0;46.229;50.6;0;139;104;
46.599998;-3.339;-0.402;669.30;-0.041;-0.0;46.144;50.9;156;0;0;
46.649999;-3.085;0.287;606.70;-0.011;0.0;46.208;50.9;0;143;83;
46.700000;-4.015;0.140;660.31;-0.046;0.0;46.229;50.7;142;0;149;
46.750001;-3.226;0.145;590.23;-0.007;0.0;46.208;50.7;114;129;0;
46.799998;-2.537;0.320;500.23;0.037;0.0;46.208;50.7;0;103;93;
46.849999;-3.750;-0.199;566.53;-0.009;0.0;46.208;50.7;64;0;151;
46.900000;-2.964;-0.689;632.16;-0.046;0.0;46.186;50.5;162;0;59;
46.950001;-4.288;0.455;576.03;-0.017;0.0;46.229;50.5;150;57;0;
46.999998;-2.970;0.873;528.55;0.009;0.0;46.186;50.6;99;97;0;
47.049999;-3.487;0.225;504.86;0.014;0.0;46.229;50.6;73;125;0;
47.100000;-2.712;0.385;462.56;0.034;0.0;46.208;50.5;69;102;0;
47.150001;-4.277;0.547;525.29;-0.010;0.0;46.208;50.5;135;96;0;
47.200002;-4.040;0.183;565.76;-0.036;0.0;46.208;50.4;129;0;0;
47.249999;-2.702;-0.629;482.83;0.007;0.0;46.229;50.4;125;0;81;
47.300000;-4.108;0.018;485.58;-0.002;0.0;46.293;50.5;0;0;115;
47.349996;-3.509;-0.147;487.60;-0.001;0.0;46.208;50.5;0;132;83;
47.400002;-2.419;0.479;478.58;0.004;0.0;46.186;50.2;89;85;0;
47.449998;-2.128;0.391;441.48;0.017;0.0;46.272;50.2;87;0;61;
47.500000;-3.182;1.067;356.93;0.063;0.0;46.250;50.1;0;84;73;
47.550001;-3.205;0.247;455.14;0.000;0.0;46.208;50.1;110;45;0;
47.599997;-3.075;0.003;402.66;0.024;0.0;46.186;50.2;0;0;94;
47.650003;-3.357;0.478;461.83;-0.009;0.0;46.229;50.2;111;75;0;
47.699999;-3.007;0.172;375.25;0.035;0.0;46.208;50.1;0;0;87;
47.750000;-3.067;0.340;469.45;-0.018;0.0;46.229;50.1;111;50;0;
47.799997;-2.605;1.082;333.27;0.057;0.0;46.250;50.2;0;55;51;
47.849998;-3.381;0.306;422.56;0.002;0.0;46.272;50.2;97;0;72;
47.899999;-2.825;0.300;369.08;0.032;0.0;46.293;49.9;68;76;0;
47.950000;-4.341;0.167;384.63;0.016;0.0;46.314;49.9;0;105;88;
48.000001;-3.334;1.081;484.30;-0.045;0.0;46.293;50.1;67;0;92;
48.049998;-3.423;0.110;444.95;-0.020;0.0;46.293;50.1;107;0;0;
48.099999;-3.011;-0.335;315.97;0.051;0.0;46.272;50.0;44;88;0;
48.150000;-2.234;0.907;374.06;0.014;0.0;46.272;50.0;0;57;53;
48.200001;-2.883;1.043;369.94;0.010;0.0;46.250;49.7;0;0;62;
48.249998;-2.998;0.691;411.24;-0.013;0.0;46.357;49.7;57;0;85;
48.299999;-2.053;0.318;474.44;-0.049;0.0;46.229;49.9;91;0;0;
48.350000;-3.905;0.289;405.83;-0.007;0.0;46.272;49.9;105;0;0;
48.400001;-3.923;0.310;376.78;0.012;0.0;46.272;49.6;94;70;0;
48.450002;-2.845;0.051;356.74;0.016;0.0;46.272;49.6;0;81;0;
48.499999;-3.529;-0.508;293.66;0.048;0.0;46.272;49.7;0;89;0;
48.550000;-3.238;-0.176;373.07;-0.004;0.0;46.250;49.7;0;87;0;
48.599996;-3.164;0.563;282.30;0.047;0.0;46.357;49.6;43;63;0;
48.650002;-2.865;0.464;342.16;0.012;0.0;46.314;49.6;48;69;0;
48.699998;-4.157;0.288;408.16;-0.029;0.0;46.272;49.6;115;0;0;
48.750000;-2.420;-0.443;384.18;-0.022;0.0;46.357;49.6;85;0;0;
48.800001;-3.924;-0.002;431.73;-0.049;-0.0;46.250;49.5;109;0;76;
48.849997;-3.968;-0.251;363.49;-0.009;0.0;46.272;49.5;57;0;107;
48.900003;-3.209;0.416;313.70;0.016;0.0;46.378;49.6;0;0;62;
48.949999;-2.618;1.377;290.07;0.036;0.0;46.272;49.6;0;43;0;
49.000000;-2.807;-0.100;241.44;0.059;0.0;46.314;49.4;0;57;0;
49.049997;-3.577;-0.180;358.79;-0.012;0.0;46.314;49.4;98;66;0;
49.099998;-3.253;0.390;408.26;-0.042;0.0;46.314;49.3;87;0;55;
49.149999;-2.841;0.986;309.69;0.013;0.0;46.293;49.3;0;0;45;
49.200000;-4.024;1.229;228.35;0.061;0.0;46.335;49.4;0;63;0;
49.250001;-3.210;0.586;326.38;0.005;0.0;46.293;49.4;54;65;0;
49.299998;-3.227;0.312;396.92;-0.041;0.0;46.293;49.4;84;0;0;
49.349999;-3.048;-0.189;325.31;-0.003;0.0;46.335;49.4;0;0;76;
49.400000;-3.754;0.608;247.33;0.042;0.0;46.378;49.2;0;55;0;
49.450001;-3.196;0.353;341.54;-0.012;0.0;46.314;49.2;73;54;0;
49.499998;-3.529;0.864;389.73;-0.044;0.0;46.293;49.3;59;0;70;
49.549999;-3.238;0.365;300.77;0.012;0.0;46.272;49.3;0;58;53;
49.600000;-3.622;0.104;312.62;0.007;0.0;46.335;49.1;77;48;0;
49.650001;-2.791;0.332;281.17;0.017;0.0;46.357;49.1;48;0;45;
49.700002;-3.907;1.289;176.21;0.081;0.0;46.272;48.9;0;51;0;
49.749999;-2.962;-0.002;347.98;-0.027;0.0;46.314;48.9;82;0;0;
49.800000;-3.677;0.273;276.35;0.011;0.0;46.314;49.0;0;0;65;
49.849996;-3.345;0.223;295.32;0.008;0.0;46.357;49.0;0;65;0;
49.900002;-3.620;0.279;383.99;-0.047;0.0;46.357;48.9;81;0;56;
49.949998;-3.252;0.913;301.20;0.004;0.0;46.335;48.9;0;51;0;
50.000000;-3.334;-0.435;381.89;-0.042;-0.0;46.272;49.1;98;0;0;
50.050001;-2.901;0.221;291.54;0.001;0.0;46.378;49.1;0;0;56;
50.099997;-3.213;-0.102;228.71;0.042;0.0;46.314;49.0;0;55;0;
50.150003;-3.130;-0.020;280.88;0.005;0.0;46.378;49.0;55;0;49;
50.199999;-3.554;-0.643;195.88;0.053;0.0;46.378;49.0;0;63;0;
50.250000;-2.736;0.116;257.89;0.012;0.0;46.293;49.0;48;0;0;
50.299997;-3.474;0.320;187.79;0.055;0.0;46.335;48.8;0;47;0;
50.349998;-3.968;-0.828;276.61;-0.009;0.0;46.378;48.8;0;0;92;
50.399999;-4.312;0.282;315.54;-0.023;0.0;46.357;48.8;85;0;0;
50.450000;-2.699;0.577;246.00;0.012;0.0;46.357;48.8;0;0;0;
50.500001;-2.937;0.815;354.12;-0.056;-0.0;46.314;48.6;57;0;0;
50.549998;-3.640;0.333;258.93;0.009;0.0;46.378;48.6;0;55;0;
50.599999;-3.023;1.490;307.54;-0.024;0.0;46.378;48.8;0;0;0;
50.650000;-3.948;0.264;278.77;-0.001;0.0;46.421;48.8;57;48;0;
50.700001;-3.603;-0.028;205.99;0.033;0.0;46.378;48.4;0;0;49;
50.749998;-4.029;1.135;254.19;0.010;0.0;46.314;48.4;46;0;0;
50.799999;-2.784;0.255;170.80;0.054;0.0;46.378;48.6;0;0;0;
50.850000;-3.850;-0.853;247.35;0.005;0.0;46.378;48.6;0;0;71;
50.900001;-3.460;-0.231;377.75;-0.068;0.0;46.335;48.4;79;0;0;
50.950002;-3.573;0.177;248.24;0.010;0.0;46.399;48.4;0;50;0;
50.999999;-4.221;0.073;237.57;0.007;0.0;46.357;48.4;0;0;54;
51.050000;-3.737;0.414;271.01;-0.010;0.0;46.314;48.4;54;0;0;
51.099996;-2.869;-0.635;186.44;0.040;0.0;46.357;48.4;0;48;0;
51.150002;-3.181;1.214;234.42;0.004;0.0;46.399;48.4;0;0;0;
51.199998;-2.628;0.336;344.79;-0.062;0.0;46.357;48.5;63;0;0;
51.250000;-3.606;-0.131;266.48;-0.008;0.0;46.442;48.5;69;0;0;
51.300001;-2.647;-0.422;150.55;0.055;0.0;46.421;48.4;0;0;0;
51.349997;-3.216;0.188;240.41;-0.007;0.0;46.399;48.4;0;0;45;
51.400003;-3.879;0.689;332.09;-0.061;0.0;46.399;48.3;54;0;42;
51.449999;-3.820;-0.782;234.59;0.004;0.0;46.378;48.3;73;0;0;
51.500000;-3.785;-0.858;157.86;0.051;0.0;46.357;48.2;0;58;0;
51.549997;-3.410;0.250;176.66;0.029;0.0;46.421;48.2;0;0;0;
51.599998;-3.450;1.012;254.13;-0.018;0.0;46.378;48.3;0;0;0;
51.649999;-3.234;0.263;260.73;-0.022;0.0;46.399;48.3;47;0;0;
51.700000;-3.745;-0.569;331.28;-0.055;0.0;46.314;48.2;86;0;0;
51.750001;-4.047;-0.535;264.69;-0.016;0.0;46.378;48.2;0;68;0;
51.799998;-3.136;0.093;99.50;0.076;0.0;46.357;48.2;0;0;0;
51.849999;-3.440;-0.206;225.58;-0.010;0.0;46.399;48.2;0;0;46;
51.900000;-3.409;0.819;291.62;-0.046;0.0;46.442;48.1;0;0;0;
51.950001;-3.347;0.379;247.32;-0.013;0.0;46.378;48.1;0;0;0;
51.999998;-3.241;-1.294;343.83;-0.068;-0.0;46.378;48.0;76;0;0;
52.049999;-3.958;0.096;244.97;-0.009;0.0;46.378;48.0;0;49;0;
52.100000;-3.164;0.030;128.99;0.053;0.0;46.421;48.1;0;0;0;
52.150001;-3.148;0.759;161.75;0.029;0.0;46.399;48.1;0;0;0;
52.200002;-2.967;0.063;136.65;0.033;0.0;46.442;48.0;0;0;0;
52.249999;-3.901;0.389;201.92;-0.010;0.0;46.442;48.0;0;0;0;
52.300000;-3.514;-0.328;202.39;-0.003;0.0;46.378;48.0;0;0;50;
52.349996;-3.415;-0.390;168.72;0.013;0.0;46.421;48.0;0;0;44;
52.400002;-3.534;0.814;226.22;-0.019;0.0;46.442;47.9;0;0;0;
52.449998;-4.022;0.325;200.77;-0.004;0.0;46.421;47.9;0;0;0;
52.500000;-3.598;0.546;273.51;-0.045;0.0;46.357;47.9;0;0;0;
52.550001;-3.508;0.499;216.34;-0.012;0.0;46.378;47.9;0;0;0;
52.599997;-4.016;0.687;325.20;-0.068;-0.0;46.421;47.8;53;0;0;
52.650003;-3.953;-0.868;195.17;0.015;0.0;46.399;47.8;62;0;0;
52.699999;-3.884;-0.304;272.16;-0.029;0.0;46.442;47.8;73;0;0;
52.750000;-3.894;0.217;241.54;-0.013;0.0;46.378;47.8;0;43;0;
52.799997;-2.843;-0.766;171.92;0.024;0.0;46.378;47.9;0;49;0;
52.849998;-2.908;-0.363;228.87;-0.016;0.0;46.442;47.9;0;50;0;
52.899999;-3.122;0.390;110.90;0.053;0.0;46.399;47.7;0;0;0;
52.950000;-2.970;-1.089;160.93;0.021;0.0;46.335;47.7;0;59;0;
53.000001;-2.912;-0.552;105.70;0.049;0.0;46.378;47.6;0;0;0;
53.049998;-3.489;-0.157;206.96;-0.015;0.0;46.399;47.6;0;0;0;
53.099999;-3.192;0.144;225.32;-0.026;0.0;46.442;47.6;0;0;0;
53.150000;-3.485;-0.214;199.69;-0.012;0.0;46.399;47.6;0;0;0;
53.200001;-3.442;-0.420;317.12;-0.080;0.0;46.399;47.4;69;0;0;
53.249998;-3.883;0.762;197.03;-0.015;0.0;46.357;47.4;0;0;0;
53.299999;-4.368;-0.174;285.63;-0.068;0.0;46.421;47.5;52;0;0;
53.350000;-3.457;0.473;169.49;0.006;0.0;46.442;47.5;0;0;0;
53.400001;-2.859;0.652;228.13;-0.029;0.0;46.442;47.5;0;0;0;
53.450002;-3.856;0.166;178.50;-0.001;0.0;46.378;47.5;0;0;0;
53.499999;-2.552;1.539;212.24;-0.019;0.0;46.421;47.5;0;0;0;
53.550000;-3.427;0.383;218.63;-0.025;0.0;46.421;47.5;0;0;0;
53.599996;-3.394;0.067;153.32;0.012;0.0;46.442;47.2;0;0;0;
53.650002;-3.743;-0.492;174.95;-0.003;0.0;46.399;47.2;0;0;42;
53.699998;-2.879;-0.109;105.23;0.038;0.0;46.378;47.3;0;0;0;
53.750000;-2.956;-0.121;112.31;0.035;0.0;46.442;47.3;0;0;0;
53.800001;-2.328;-0.965;111.93;0.036;0.0;46.442;47.1;0;58;0;
53.849997;-3.201;0.352;151.65;0.009;0.0;46.463;47.1;0;0;0;
53.900003;-2.609;-0.221;300.95;-0.074;0.0;46.399;47.3;63;0;0;
53.949999;-2.742;-0.442;188.32;-0.018;0.0;46.399;47.3;55;0;0;
54.000000;-2.930;0.337;207.36;-0.025;0.0;46.421;47.2;0;0;0;
54.049997;-3.244;-0.418;182.84;-0.011;0.0;46.421;47.2;0;0;50;
54.099998;-2.874;1.153;68.23;0.047;0.0;46.463;47.2;0;0;0;
54.149999;-2.372;0.566;134.63;0.018;0.0;46.442;47.2;0;0;0;
54.200000;-3.107;-0.387;160.21;0.000;0.0;46.485;47.3;0;50;0;
54.250001;-3.145;-0.223;162.85;0.002;0.0;46.485;47.3;0;0;0;
54.299998;-3.146;-0.559;287.84;-0.087;-0.0;46.463;47.2;43;0;0;
54.349999;-3.648;-0.650;156.04;-0.003;0.0;46.485;47.2;0;0;51;
54.400000;-2.908;0.289;76.97;0.035;0.0;46.463;47.2;0;0;0;
54.450001;-3.570;-0.843;171.46;-0.004;0.0;46.399;47.2;0;54;0;
54.499998;-3.192;-0.342;215.35;-0.028;0.0;46.527;47.1;0;44;0;
54.549999;-3.638;0.249;188.05;-0.020;0.0;46.506;47.1;0;0;0;
54.600000;-3.154;0.560;198.76;-0.029;0.0;46.527;46.9;0;0;0;
54.650001;-3.017;0.261;144.00;-0.003;0.0;46.485;46.9;0;0;0;
54.700002;-2.804;-0.847;69.09;0.052;0.0;46.463;47.0;0;0;0;
54.749999;-3.736;0.254;118.51;0.021;0.0;46.421;47.0;0;0;0;
54.800000;-2.570;-0.583;282.41;-0.088;0.0;46.421;47.1;66;0;0;
54.849996;-2.652;-0.212;133.74;0.009;0.0;46.442;47.1;47;0;0;
54.900002;-3.094;0.492;-26.73;0.100;0.0;46.485;46.9;0;0;0;
54.949998;-3.387;-0.046;130.42;0.007;0.0;46.463;46.9;0;44;0;
55.000000;-3.303;0.678;287.62;-0.079;0.0;46.485;46.9;50;0;0;
55.050001;-3.646;0.530;118.78;0.014;0.0;46.442;46.9;0;0;0;
55.099997;-2.823;0.361;61.90;0.038;0.0;46.442;46.7;43;0;0;
55.150003;-3.104;0.083;189.94;-0.028;0.0;46.442;46.7;0;47;0;
55.199999;-3.271;-0.116;299.95;-0.082;0.0;46.506;46.8;64;0;0;
55.250000;-3.057;-0.086;98.69;0.021;0.0;46.485;46.8;0;0;0;
55.299997;-2.469;0.428;62.36;0.034;0.0;46.506;46.7;47;0;49;
55.349998;-3.562;-0.009;155.22;-0.008;0.0;46.378;46.7;0;0;0;
55.399999;-3.446;0.609;291.28;-0.085;0.0;46.442;46.8;53;0;0;
55.450000;-2.585;0.130;132.93;0.004;0.0;46.485;46.8;0;0;0;
55.500001;-2.529;0.884;11.86;0.069;0.0;46.485;46.6;60;0;45;
55.549998;-3.409;-0.481;166.26;-0.018;0.0;46.527;46.6;0;52;0;
55.599999;-2.900;-0.369;287.82;-0.087;0.0;46.463;46.6;77;0;0;
55.650000;-2.604;-0.529;120.41;0.008;0.0;46.463;46.6;54;0;45;
55.700001;-3.617;1.069;2.81;0.083;0.0;46.463;46.6;0;0;0;
55.749998;-2.095;0.274;119.86;0.014;0.0;46.399;46.6;0;59;0;
55.799999;-2.805;0.203;239.96;-0.069;0.0;46.463;46.6;62;0;0;
55.850000;-2.260;-0.434;123.97;-0.009;0.0;46.463;46.6;42;0;72;
55.900001;-2.778;0.008;134.18;0.003;0.0;46.421;46.5;0;54;0;
55.950002;-3.313;0.402;214.22;-0.041;0.0;46.399;46.5;0;0;0;
55.999999;-2.046;1.412;143.58;-0.015;0.0;46.442;46.6;68;0;0;
56.050000;-2.540;-0.027;143.13;-0.001;0.0;46.442;46.6;0;48;58;
56.099996;-2.631;0.163;291.55;-0.089;0.0;46.463;46.5;67;51;0;
56.150002;-3.297;0.160;106.43;0.010;0.0;46.463;46.5;0;0;0;
56.199998;-2.504;-0.459;64.71;0.043;0.0;46.442;46.3;0;0;51;
56.250000;-3.049;-0.203;129.04;0.004;0.0;46.378;46.3;42;51;0;
56.300001;-2.411;0.767;131.58;-0.009;0.0;46.527;46.4;61;0;0;
56.349997;-3.520;0.150;152.23;-0.012;0.0;46.463;46.4;0;0;0;
56.400003;-3.149;0.782;278.21;-0.080;0.0;46.378;46.1;54;42;0;
56.449999;-2.735;1.892;208.56;0.043;0.0;46.463;46.1;58;0;0;
56.500000;-2.991;2.345;391.78;0.016;0.1;46.527;46.1;108;48;0;
56.549997;-1.687;4.864;476.71;0.092;0.2;46.506;46.1;114;0;0;
56.599998;-1.852;5.221;726.09;0.106;0.3;46.442;46.3;181;0;0;
56.649999;-1.613;3.428;884.26;0.116;0.3;46.485;46.3;0;211;0;
56.700000;-2.092;2.882;970.39;0.102;0.2;46.527;46.1;106;0;241;
56.750001;-1.808;4.705;1166.76;0.099;0.4;46.506;46.1;275;0;151;
56.799998;-0.784;5.911;1399.18;0.090;0.6;46.399;46.3;301;0;0;
56.849999;0.520;10.062;1629.56;0.249;1.3;46.378;46.3;0;90;404;
56.900000;1.662;10.304;2071.95;0.265;2.0;46.335;46.1;0;483;368;
56.950001;0.717;10.824;2698.20;0.294;2.4;46.229;46.1;0;528;529;
56.999998;0.095;11.838;2781.40;0.362;2.7;46.229;46.1;2232;2193;2800;
57.049999;0.269;13.214;3209.60;0.340;3.3;46.272;46.1;762;0;179;
57.100000;-0.796;13.932;3572.61;0.381;3.8;46.186;46.2;2005;2800;2116;
57.150001;-0.132;13.768;3820.60;0.393;4.3;46.101;46.2;0;529;926;
57.200002;1.379;12.789;4058.96;0.393;4.8;46.165;46.1;286;957;0;
57.249999;-3.303;21.218;4117.26;0.457;5.4;46.080;46.1;786;754;0;
57.300000;0.706;12.405;4363.95;0.386;4.9;45.994;46.1;1007;0;246;
57.349996;3.784;16.536;4297.29;0.500;5.2;45.994;46.1;0;1028;869;
57.400002;-2.048;20.317;4419.77;0.500;6.2;45.931;46.2;0;793;920;
57.449998;-1.772;17.107;4626.48;0.479;6.5;45.888;46.2;731;1091;0;
57.500000;1.312;17.720;4697.55;0.536;6.9;45.909;46.0;0;0;1022;
57.550001;-0.816;20.276;4828.03;0.582;7.7;45.760;46.0;1107;0;969;
57.599997;1.568;20.823;5019.65;0.610;9.0;45.739;45.9;1251;0;405;
57.650003;-6.607;28.593;5072.02;0.803;11.4;45.568;45.9;1256;975;0;
57.699999;1.318;33.409;5438.23;0.912;15.7;45.270;45.9;1410;0;281;
57.750000;-1.465;37.629;5796.14;1.054;19.2;44.886;45.9;1569;0;457;
57.799997;1.314;39.015;6063.43;1.147;20.4;44.844;46.0;1328;1649;0;
57.849998;-3.525;38.190;6379.01;1.118;21.2;44.694;46.0;1716;0;1059;
57.899999;-6.708;43.677;6105.89;1.367;22.3;44.630;45.8;0;1197;1464;
57.950000;-0.981;38.443;6608.50;1.112;21.1;44.588;45.8;0;384;1711;
58.000001;2.198;36.180;6598.71;1.140;20.8;44.673;45.9;2800;1584;921;
58.049998;-2.403;39.517;6528.48;1.169;22.3;44.588;45.9;0;689;1797;
58.099999;-1.602;39.270;6604.76;1.154;22.4;44.503;45.9;399;1746;0;
58.150000;9.243;38.485;6602.32;1.154;21.9;44.481;45.9;2800;1262;1024;
58.200001;-1.365;39.604;6427.36;1.250;22.5;44.460;45.8;1689;1037;2800;
58.249998;6.499;41.684;6487.55;1.219;22.7;44.439;45.8;0;1747;1401;
58.299999;-0.541;40.334;6511.95;1.204;21.9;44.481;46.0;1259;1764;0;
