time@s;pm.lu_iD@A;pm.lu_iQ@A;pm.lu_wS_rpm@rpm;pm.lu_mq_load@Nm;pm.watt_consumption_wA@A;pm.const_fb_U@V;ap.temp_PCB@C;pm.vsi_AQ;pm.vsi_BQ;pm.vsi_CQ;
26.050000;8.021;38.287;6645.31;1.154;21.8;44.183;47.4;1531;0;1900;
26.100001;-0.695;37.988;6654.50;1.159;22.6;44.162;47.6;2800;1273;1101;
26.150000;-5.957;39.571;6603.66;1.188;23.3;44.183;47.6;998;1824;0;
26.200001;9.310;42.334;6524.33;1.241;22.9;44.140;47.5;0;1757;1528;
26.250000;-0.738;38.954;6714.59;1.109;22.6;44.225;47.5;0;411;1788;
26.299998;9.321;41.545;6426.38;1.280;22.8;44.119;47.6;1456;0;1779;
26.349999;-4.637;38.592;6671.47;1.143;22.7;44.204;47.6;1806;0;1277;
26.399998;-1.122;36.805;6644.62;1.147;22.4;44.162;47.8;1659;0;187;
26.449999;-0.691;39.398;6651.85;1.145;22.7;44.119;47.8;2800;1500;962;
26.500000;1.351;41.118;6510.44;1.237;22.6;44.225;47.7;2800;1904;974;
26.549999;10.659;42.653;6518.70;1.215;22.9;44.204;47.7;1752;1595;0;
26.600000;17.784;41.361;6607.35;1.168;22.1;44.268;47.7;1653;1937;0;
26.649999;-9.209;39.555;6458.22;1.237;22.7;44.183;47.7;1630;1422;0;
26.700000;0.627;39.842;6576.17;1.180;22.6;44.225;47.6;1421;1777;0;
26.749999;-8.464;40.940;6482.41;1.255;23.1;44.140;47.6;1481;1529;0;
26.799998;-7.292;39.098;6625.22;1.158;22.5;44.119;47.9;1074;1822;0;
26.849999;-3.961;39.902;6572.66;1.191;23.0;44.140;47.9;365;1735;0;
26.900000;-3.608;33.467;6691.72;1.113;20.8;44.247;47.9;949;2800;1514;
26.950001;1.668;40.682;6543.11;1.214;22.9;44.076;47.9;994;2800;2274;
27.000000;7.803;41.477;6439.07;1.269;22.7;44.162;48.0;0;1486;1751;
27.049999;-2.516;41.112;6488.67;1.245;23.0;44.076;48.0;0;1493;1600;
27.100000;18.475;44.265;6277.09;1.361;23.3;44.119;48.0;0;1452;1823;
27.149999;10.107;41.304;6534.76;1.217;22.9;44.183;48.0;0;1750;1580;
27.200000;-1.346;40.104;6543.38;1.210;22.5;44.162;48.2;960;2800;1964;
27.249999;1.841;41.689;6496.39;1.216;22.6;44.162;48.2;1046;2800;2337;
27.300000;1.358;39.252;6530.04;1.194;22.0;44.140;48.2;0;1806;1430;
27.350001;12.498;41.352;6499.76;1.240;23.0;44.140;48.2;0;1488;1861;
27.400000;-8.916;37.168;6689.72;1.110;21.8;44.268;48.2;0;1144;1759;
27.450001;-2.080;39.526;6652.52;1.129;22.1;44.076;48.2;0;659;1846;
27.500000;0.950;38.759;6514.02;1.233;22.9;44.098;48.1;1266;1090;2800;
27.549998;5.310;40.238;6624.46;1.177;22.1;44.119;48.1;1589;0;1766;
27.599999;-4.960;38.226;6633.06;1.159;22.8;44.204;48.2;1849;0;1033;
27.649998;-4.147;38.012;6593.82;1.187;22.7;44.119;48.2;2800;1316;1073;
27.699999;0.177;41.362;6434.84;1.287;23.2;44.098;48.2;1065;1804;0;
27.750000;-4.904;39.716;6592.90;1.189;23.1;44.162;48.2;1005;2800;1596;
27.799999;-6.184;39.416;6589.50;1.206;22.9;44.098;48.2;0;854;1813;
27.850000;-2.781;39.510;6692.23;1.154;22.5;44.204;48.2;0;697;1827;
27.899999;-1.192;39.471;6502.55;1.246;23.0;44.055;48.4;0;177;1677;
27.950000;0.191;40.862;6556.87;1.195;23.1;44.098;48.4;1980;948;2800;
27.999999;-2.954;38.876;6643.06;1.149;22.8;44.119;48.4;1865;0;811;
28.049998;4.391;40.993;6577.12;1.200;22.3;44.162;48.4;2800;2355;968;
28.099999;1.079;36.143;6727.38;1.125;22.4;44.076;48.3;326;1725;0;
28.150000;9.640;41.185;6550.11;1.199;23.0;44.076;48.3;0;1571;1829;
28.200001;-1.876;38.409;6547.92;1.206;22.7;44.055;48.3;1380;1021;2800;
28.250000;-3.039;39.462;6668.13;1.156;22.8;44.119;48.3;1806;0;520;
28.299999;1.188;39.374;6554.40;1.215;22.9;44.098;48.4;1426;1801;0;
28.350000;-2.114;38.968;6608.43;1.182;22.8;44.162;48.4;941;2800;1706;
28.399999;1.308;39.271;6555.49;1.223;23.1;44.055;48.5;0;93;1683;
28.450000;-5.164;39.536;6554.45;1.230;23.2;44.098;48.5;1818;0;917;
28.499999;14.959;42.365;6488.64;1.249;22.8;44.098;48.6;1571;1862;0;
28.550000;0.365;39.237;6691.87;1.149;23.0;44.183;48.6;1062;2800;1271;
28.600001;-3.058;40.049;6522.69;1.223;22.6;44.162;48.7;0;1362;1735;
28.649999;-2.855;39.155;6634.95;1.169;23.0;44.076;48.7;1365;1036;2800;
28.700000;9.449;41.127;6455.31;1.287;23.1;44.055;48.4;1792;0;1501;
28.750000;-0.720;37.951;6635.57;1.159;22.7;44.098;48.4;1874;0;953;
28.799999;-1.216;38.709;6619.50;1.163;22.8;44.119;48.3;2800;1498;956;
28.850000;-11.458;40.083;6493.88;1.250;23.1;44.098;48.3;1611;1394;0;
28.899998;-5.080;39.474;6609.27;1.188;23.1;44.119;48.6;497;1776;0;
28.949999;-3.767;39.741;6567.36;1.196;23.1;44.119;48.6;1072;2800;1421;
29.000000;7.439;41.714;6406.06;1.263;22.7;44.204;48.6;0;1635;1616;
29.049999;-4.828;38.527;6583.26;1.185;22.9;44.119;48.6;0;1194;1822;
29.100000;0.099;39.152;6637.46;1.164;22.9;44.119;48.7;0;157;1710;
29.149999;-4.305;39.924;6437.91;1.261;22.9;44.119;48.7;1535;1064;2800;
29.200000;5.570;40.687;6451.75;1.273;22.8;44.119;48.8;2157;958;2800;
29.250000;16.921;41.975;6574.91;1.193;23.0;44.119;48.8;1990;0;1457;
29.299998;-4.673;37.556;6587.30;1.175;22.6;44.119;48.6;1854;0;1183;
29.349999;-0.169;38.714;6546.49;1.187;22.8;44.034;48.6;1863;0;644;
29.400000;-1.741;36.075;6740.16;1.098;22.0;44.140;48.8;2800;1337;1081;
29.450001;0.901;32.441;6743.16;1.059;17.6;44.289;48.8;2800;1761;877;
29.500000;1.880;39.261;6614.11;1.169;22.4;44.076;48.7;2800;1916;870;
29.549999;0.155;40.323;6547.44;1.193;22.7;44.162;48.7;2800;1809;943;
29.600000;7.515;39.376;6622.38;1.162;22.5;44.076;48.7;2800;2164;848;
29.649999;11.241;40.816;6551.70;1.205;22.4;44.076;48.7;1845;1565;0;
29.700000;14.171;42.351;6475.74;1.236;22.8;44.055;48.9;1514;1883;0;
29.749999;-7.764;40.856;6492.26;1.241;22.8;44.119;48.9;1480;1537;0;
29.800000;-8.832;42.730;6322.17;1.326;23.0;44.076;48.8;1441;1441;0;
29.850001;-11.191;41.170;6402.69;1.295;23.1;44.098;48.8;1529;1388;0;
29.899999;-0.821;40.088;6587.09;1.183;22.3;44.098;48.9;1402;1758;0;
29.950000;-3.471;39.248;6560.59;1.204;23.3;44.098;48.9;1329;1782;0;
30.000000;-8.238;37.868;6602.10;1.155;21.9;44.119;48.9;1226;1768;0;
30.049998;-7.302;39.669;6590.08;1.177;22.9;44.098;48.9;992;1810;0;
30.099999;-8.392;38.235;6538.70;1.210;22.8;44.098;48.9;1141;1815;0;
30.149998;-6.805;39.648;6590.54;1.167;23.0;44.076;48.9;1112;1818;0;
30.199999;22.114;43.412;6311.74;1.358;23.1;44.098;49.0;1261;2009;0;
30.250000;-0.491;39.840;6546.40;1.165;21.6;44.055;49.0;2800;1823;918;
30.299999;0.793;37.342;6642.44;1.140;22.6;44.098;49.1;2800;1238;1140;
30.350000;1.630;38.517;6657.53;1.124;22.8;44.140;49.1;1826;0;507;
30.399999;-5.283;38.945;6562.47;1.169;22.3;44.183;49.1;1842;0;981;
30.450000;-4.007;40.551;6559.44;1.201;22.8;44.076;49.1;1596;0;1561;
30.499999;12.260;41.598;6408.66;1.277;22.7;44.119;49.1;1546;0;1804;
30.549998;-1.262;37.783;6626.93;1.138;22.2;44.076;49.1;1807;893;2800;
30.599999;0.806;39.953;6534.32;1.195;22.7;44.119;49.2;1574;955;2800;
30.650000;4.908;38.445;6654.80;1.138;22.8;44.034;49.2;1206;1056;2800;
30.700001;-0.657;39.382;6563.20;1.206;23.1;44.034;49.2;0;338;1754;
30.750000;-2.520;39.331;6622.79;1.161;23.1;44.076;49.2;0;868;1865;
30.799999;-2.004;38.826;6448.44;1.262;23.1;44.076;49.1;0;996;1825;
30.850000;-6.587;39.203;6531.76;1.201;23.2;44.055;49.1;0;1276;1760;
30.899999;-8.020;40.190;6326.54;1.300;22.6;44.098;49.1;0;1466;1550;
30.950000;-4.373;40.617;6477.04;1.231;23.0;44.076;49.1;0;1501;1600;
30.999999;-3.625;40.740;6361.25;1.312;23.2;44.076;49.1;0;1484;1546;
31.050000;12.771;41.398;6543.13;1.191;23.0;44.098;49.1;0;1555;1857;
31.100001;10.999;41.505;6383.00;1.282;23.0;44.076;49.1;0;1519;1772;
31.150000;-3.439;40.578;6555.27;1.204;23.0;44.012;49.1;0;1541;1617;
31.200001;-6.450;41.986;6362.85;1.326;23.2;44.034;49.2;0;1332;1590;
31.250000;-3.497;39.273;6650.68;1.144;22.7;44.055;49.2;0;1030;1873;
31.299998;-2.033;39.631;6465.58;1.278;23.1;44.119;49.4;0;811;1811;
31.349999;-3.471;39.109;6360.67;1.300;23.3;44.055;49.4;0;884;1803;
31.399998;-9.067;37.387;6155.40;1.448;23.5;44.012;49.4;0;1378;1544;
31.449999;-0.462;39.499;6562.34;1.188;22.8;44.012;49.4;920;2800;1994;
31.500000;-3.105;41.654;6460.92;1.249;23.1;44.012;49.2;1033;2800;1861;
31.549999;-0.569;39.896;6581.59;1.186;22.8;44.076;49.2;938;2800;1827;
31.600000;0.155;40.341;6525.50;1.205;22.6;44.076;49.4;986;2800;2256;
31.649999;-4.665;39.597;6530.17;1.218;22.9;44.076;49.4;0;1501;1674;
31.700000;-0.080;39.271;6540.50;1.228;23.2;43.991;49.4;0;490;1805;
31.749999;-2.401;39.258;6432.36;1.254;23.1;43.970;49.4;1689;967;2800;
31.799998;0.931;39.099;6615.14;1.171;23.0;44.055;49.5;1829;0;1425;
31.849999;0.672;38.294;6678.35;1.136;22.7;43.991;49.5;1811;0;446;
31.900000;5.709;41.359;6538.92;1.207;22.8;44.055;49.6;2800;2232;936;
31.950001;0.714;39.238;6566.40;1.197;23.0;44.055;49.6;1362;1831;0;
32.000000;0.523;37.021;6727.69;1.109;22.6;43.970;49.6;335;1725;0;
32.049999;-3.947;38.300;6641.70;1.159;22.8;44.012;49.6;1001;2800;1458;
32.099997;15.505;41.739;6521.82;1.219;22.6;44.034;49.4;0;1639;1866;
32.150001;-3.331;39.958;6476.55;1.243;23.2;44.012;49.4;0;1100;1803;
32.200000;0.170;39.843;6518.01;1.224;22.9;43.991;49.5;0;319;1741;
32.249999;-1.633;32.383;6718.20;1.100;20.6;44.119;49.5;1640;912;2800;
32.300000;-9.156;39.926;6525.21;1.222;22.7;44.055;49.5;1548;0;1558;
32.349998;-1.413;39.173;6651.68;1.162;23.0;44.055;49.5;1775;0;339;
32.400002;14.489;40.963;6564.83;1.208;22.5;43.970;49.5;1786;1758;0;
32.450001;-3.450;39.022;6680.52;1.144;23.2;44.012;49.5;422;1792;0;
32.500000;10.411;42.117;6425.77;1.305;23.3;44.055;49.8;0;1615;1689;
32.549998;-0.395;39.611;6597.29;1.174;23.1;43.991;49.8;0;384;1797;
32.599997;0.594;39.876;6410.56;1.280;22.9;43.970;49.7;2052;956;2800;
32.650001;5.659;41.032;6501.04;1.235;23.2;43.970;49.7;1730;0;1559;
32.699999;2.076;39.219;6533.62;1.213;23.0;44.055;49.6;1891;0;1178;
32.750000;-6.733;38.385;6597.93;1.179;22.5;44.098;49.6;1817;0;1181;
32.799999;-5.991;38.157;6599.64;1.174;22.9;44.055;49.6;1797;0;1323;
32.849998;16.204;41.309;6590.80;1.169;22.4;44.076;49.6;2014;0;1438;
32.900002;9.960;42.087;6504.17;1.231;22.8;43.991;49.7;1733;0;1626;
32.950000;13.150;41.829;6528.92;1.210;22.7;44.012;49.7;1724;0;1739;
32.999999;13.964;42.007;6463.18;1.242;22.8;44.034;49.6;1836;0;1586;
33.049998;-1.639;40.040;6579.90;1.186;22.6;43.991;49.6;1845;932;2800;
33.099999;0.375;39.971;6451.25;1.253;22.9;43.991;49.7;1816;967;2800;
33.150000;0.340;40.381;6613.73;1.158;22.8;44.012;49.7;1876;923;2800;
33.200001;3.442;40.743;6440.82;1.260;23.0;43.970;50.0;2223;983;2800;
33.250000;6.523;41.294;6596.00;1.191;22.9;43.991;50.0;1437;0;1820;
33.299999;10.620;41.958;6549.17;1.207;22.7;43.991;49.9;1800;0;1589;
33.349997;3.979;41.751;6501.94;1.236;23.1;43.948;49.9;1724;0;1496;
33.400001;-14.949;40.387;6454.97;1.260;23.0;44.034;49.8;1496;0;1472;
33.450000;-1.589;39.775;6596.04;1.180;23.0;44.034;49.8;1857;0;1162;
33.499999;-3.433;38.449;6451.66;1.253;23.2;43.991;49.9;1815;0;1165;
33.550000;-2.099;38.202;6598.98;1.166;22.8;44.076;49.9;1856;0;1045;
33.599998;1.856;38.042;6569.01;1.174;22.8;44.034;49.9;1900;0;698;
33.650002;1.167;39.914;6602.99;1.176;23.1;43.948;49.9;1790;0;330;
33.700001;-4.490;38.102;6678.06;1.132;22.9;43.991;49.7;2800;1248;1109;
33.750000;3.803;41.396;6488.30;1.248;23.0;44.034;49.7;2800;2064;950;
33.799998;-0.252;40.401;6487.04;1.233;22.9;44.076;50.0;1156;1827;0;
33.849997;-3.678;39.299;6590.39;1.181;23.2;44.034;50.0;775;1854;0;
33.900001;-1.526;34.754;6676.14;1.121;21.6;43.970;50.1;1167;2800;1265;
33.949999;-1.662;38.441;6628.83;1.144;22.4;44.034;50.1;901;2800;1921;
34.000000;12.616;42.248;6400.27;1.288;23.1;44.034;49.8;0;1499;1815;
34.049999;-3.119;38.566;6572.07;1.196;23.1;43.948;49.8;0;1340;1811;
34.099998;-4.917;39.449;6581.34;1.200;23.0;43.927;50.0;0;693;1820;
34.150002;0.868;38.824;6665.79;1.155;23.0;43.927;50.0;0;50;1674;
34.200000;-3.830;37.534;6564.46;1.193;22.7;43.970;50.2;1396;1017;2800;
34.249999;5.165;40.978;6580.64;1.181;22.1;43.991;50.2;2346;946;2800;
34.299998;7.367;40.768;6566.83;1.184;21.4;44.034;50.1;1742;0;1649;
34.349999;6.257;39.086;6650.94;1.125;19.9;44.119;50.1;1702;0;1728;
34.400000;7.811;40.066;6595.50;1.167;22.7;43.970;49.9;1503;0;1874;
34.450001;1.665;40.099;6613.90;1.176;22.8;43.970;49.9;1951;911;2800;
34.500000;-39.660;67.447;5843.77;1.606;24.8;43.799;50.1;1156;0;741;
34.549999;1.348;38.392;5698.24;0.907;18.1;44.375;50.1;2295;1192;2800;
34.599997;-5.522;35.296;6148.10;1.047;20.1;44.247;50.1;809;1597;0;
34.650001;1.419;39.544;6294.18;1.141;21.9;44.098;50.1;1329;1115;2800;
34.700000;-5.822;39.295;6414.64;1.166;22.4;44.119;50.1;771;1794;0;
34.749999;-2.324;29.250;5231.32;0.377;14.0;44.844;50.1;1557;0;1183;
34.800000;2.947;36.815;5552.95;1.098;19.4;44.332;50.0;125;1486;0;
34.849998;-3.275;38.595;6038.40;1.095;20.6;44.247;50.0;1562;1111;2800;
34.900002;2.254;41.042;6213.98;1.201;21.7;44.119;50.1;2800;1892;1019;
34.950001;-2.545;38.836;6415.62;1.154;22.3;44.119;50.1;0;1409;1721;
35.000000;1.727;39.310;6353.15;1.235;22.6;43.970;50.2;0;203;1694;
35.049998;2.695;41.431;6475.47;1.187;22.5;44.012;50.2;2800;2191;973;
35.099997;3.367;41.662;6374.48;1.269;22.6;44.055;50.1;1993;977;2800;
35.150001;7.601;41.838;6444.52;1.242;23.1;44.034;50.1;0;1630;1648;
35.199999;-0.347;38.986;6574.28;1.165;22.8;43.970;50.4;387;1794;0;
35.250000;9.532;41.796;6393.69;1.263;23.0;43.991;50.4;1638;1668;0;
35.299999;4.741;36.236;6677.26;1.111;22.5;44.012;50.3;1732;0;347;
35.349998;1.156;37.654;6594.62;1.147;22.1;43.991;50.3;2207;896;2800;
35.400002;-0.975;38.869;6430.24;1.260;23.0;44.055;50.2;0;919;1837;
35.450000;-3.419;38.579;6519.71;1.188;22.8;44.012;50.2;981;2800;1542;
35.499999;-5.287;38.341;6534.80;1.201;23.0;44.055;50.5;1061;1840;0;
35.549998;-0.271;40.419;6550.33;1.178;22.8;43.991;50.5;2800;1867;934;
35.599999;-5.548;37.585;6488.60;1.207;22.6;44.076;50.3;1847;0;1131;
35.650000;-0.774;39.375;6568.86;1.166;23.0;43.991;50.3;1634;935;2800;
35.700001;-2.431;39.910;6454.23;1.237;22.8;43.948;50.5;0;1125;1818;
35.750000;0.144;39.170;6608.91;1.141;22.7;43.991;50.5;978;2800;1436;
35.799999;-9.658;37.086;6547.35;1.177;21.4;44.098;50.5;1635;1579;0;
35.849997;3.300;39.444;6590.71;1.165;22.8;44.076;50.5;2800;1245;1039;
35.900001;-0.099;39.841;6514.59;1.203;22.9;44.034;50.5;1842;0;1233;
35.950000;-3.582;39.552;6505.08;1.207;23.1;43.927;50.5;1652;977;2800;
35.999999;-1.354;39.491;6588.65;1.170;22.5;43.991;50.4;0;241;1734;
36.050000;-3.967;39.903;6499.72;1.228;23.1;44.012;50.4;0;1126;1799;
36.099998;6.143;43.141;6312.44;1.311;23.3;43.970;50.5;0;1655;1470;
36.150002;-1.227;38.655;6585.62;1.158;22.9;43.991;50.5;1010;2800;1389;
36.200001;-3.927;38.680;6577.66;1.166;22.9;43.970;50.3;483;1796;0;
36.250000;-4.541;37.864;6640.36;1.128;22.6;44.034;50.3;1274;1762;0;
36.299998;16.045;42.489;6505.17;1.220;23.1;43.948;50.5;1660;1848;0;
36.349997;0.523;40.297;6600.64;1.164;22.8;44.034;50.5;2800;1872;905;
36.400001;-2.641;37.683;6673.20;1.120;22.7;44.034;50.4;2800;1460;1021;
36.449999;-6.960;38.029;6669.58;1.114;21.9;44.076;50.4;1816;0;1046;
36.500000;-0.364;39.761;6529.93;1.208;23.1;43.991;50.5;1819;0;1308;
36.549999;-1.619;38.824;6490.47;1.236;23.0;44.034;50.5;1783;0;1326;
36.599998;-10.630;38.207;6522.28;1.201;22.5;43.991;50.6;1532;0;1615;
36.650002;6.601;41.407;6440.97;1.269;23.2;43.970;50.6;1490;0;1747;
36.700000;-0.770;39.100;6448.50;1.259;23.0;43.906;50.7;1745;957;2800;
36.749999;-3.158;39.665;6543.91;1.183;23.2;43.991;50.7;1687;955;2800;
36.799998;1.134;40.720;6436.85;1.275;22.9;43.991;50.4;1985;978;2800;
36.849999;3.096;41.002;6454.55;1.246;23.3;43.948;50.4;2296;984;2800;
36.900000;4.192;40.504;6373.51;1.288;23.0;44.034;50.7;2164;961;2800;
36.950001;0.305;39.982;6476.80;1.246;22.9;43.948;50.7;1999;953;2800;
37.000000;1.324;39.923;6441.24;1.257;23.0;43.927;50.7;1888;941;2800;
37.049999;-3.655;38.759;6611.72;1.141;22.9;43.906;50.7;1381;1018;2800;
37.099997;2.180;39.150;6482.01;1.221;22.9;43.948;50.6;0;149;1716;
37.150001;-5.166;38.848;6513.37;1.212;23.1;43.948;50.6;0;1262;1792;
37.200000;13.949;39.526;6563.40;1.177;22.1;43.948;50.7;0;1805;1785;
37.249999;-4.554;39.245;6587.67;1.152;23.0;43.927;50.7;1015;2800;1428;
37.300000;-6.636;39.251;6534.81;1.195;23.3;43.906;50.7;536;1780;0;
37.349998;-8.649;41.676;6396.73;1.284;23.3;43.991;50.7;1430;1538;0;
37.400002;1.818;37.832;6588.06;1.147;22.3;43.948;50.8;2800;1810;860;
37.450001;2.582;38.647;6599.83;1.145;22.8;43.884;50.8;1842;0;486;
37.500000;-9.009;40.045;6500.33;1.213;22.4;44.012;50.8;1497;0;1596;
37.549998;-2.294;36.628;6621.59;1.126;22.4;43.991;50.8;1500;955;2800;
37.599997;-4.044;38.902;6536.19;1.184;22.2;43.906;50.8;0;267;1730;
37.650001;-1.360;41.094;6425.13;1.261;22.9;43.948;50.8;0;1062;1794;
37.699999;-2.352;38.998;6581.14;1.170;22.7;43.948;50.8;935;2800;1729;
37.750000;-1.718;39.360;6635.50;1.127;22.5;43.991;50.8;398;1793;0;
37.799999;-5.078;39.066;6446.16;1.255;23.2;44.012;50.8;975;1810;0;
37.849998;9.916;41.949;6451.57;1.239;23.0;44.012;50.8;1457;1830;0;
37.900002;4.333;40.697;6564.24;1.198;22.8;43.948;50.6;2800;2010;899;
37.950000;-1.691;38.578;6585.56;1.171;23.0;43.927;50.6;1683;0;113;
37.999999;-2.176;38.463;6520.60;1.185;23.1;43.927;50.7;1890;0;867;
38.049998;-11.553;38.594;6551.60;1.175;22.9;44.012;50.7;1590;0;1551;
38.099999;6.490;41.782;6497.54;1.223;23.1;43.970;50.9;1418;0;1810;
38.150000;-2.423;37.757;6583.44;1.153;22.6;43.927;50.9;1449;993;2800;
38.200001;1.698;39.947;6579.55;1.170;22.4;43.948;50.9;1168;1138;2800;
38.250000;-5.844;39.062;6491.11;1.218;23.3;43.906;50.9;0;1062;1820;
38.299999;-1.929;39.450;6386.20;1.299;23.4;43.948;50.9;0;1386;1681;
38.349998;9.874;41.410;6528.77;1.204;23.2;43.906;50.9;0;1481;1856;
38.400001;-0.858;41.539;6489.44;1.234;23.1;43.927;50.8;1033;2800;2236;
38.450000;-0.917;41.586;6516.85;1.199;22.4;44.034;50.8;989;2800;1993;
38.499999;-2.078;32.196;6693.50;1.096;21.0;44.012;50.9;919;2800;1644;
38.550000;-3.016;38.777;6640.00;1.146;23.0;43.906;50.9;999;2800;1436;
38.599998;-4.431;40.004;6582.22;1.182;23.0;43.991;50.9;1007;2800;1572;
38.650002;-1.529;39.853;6605.02;1.180;23.2;43.884;50.9;910;2800;1871;
38.700000;13.513;42.440;6452.13;1.258;23.2;43.906;51.0;0;1609;1800;
38.750000;-9.009;39.281;6446.46;1.252;23.0;43.948;51.0;0;1480;1594;
38.799999;-3.648;38.741;6506.06;1.231;23.1;43.991;50.9;0;1199;1803;
38.849997;0.223;39.849;6634.86;1.156;23.0;43.970;50.9;0;616;1865;
38.900001;-0.885;39.342;6609.59;1.185;22.9;43.948;51.0;1195;1148;2800;
38.949999;2.558;34.234;5560.80;0.486;14.1;44.737;51.0;2800;1434;1337;
39.000000;-1.440;39.056;5655.33;1.137;20.2;44.183;50.9;0;604;1663;
39.049999;-4.375;38.745;6175.14;1.118;21.5;44.140;50.9;1717;0;1183;
39.099998;6.848;41.889;6117.98;1.288;22.3;43.970;50.8;1419;0;1660;
39.150001;-3.363;32.653;5670.40;0.680;16.2;44.545;50.8;1325;0;933;
39.200000;4.198;36.295;5910.29;1.068;20.3;44.225;50.8;300;1614;0;
39.250000;0.045;40.983;6177.62;1.167;21.8;44.034;50.8;2800;2101;1040;
39.299998;-0.279;35.759;6483.99;1.103;21.2;44.034;51.1;1204;2800;1290;
39.349999;-0.226;40.091;6533.96;1.143;22.5;44.034;51.1;934;2800;1991;
39.400000;1.280;37.915;6603.09;1.128;22.7;43.991;50.9;2800;1251;1086;
39.450001;3.498;40.666;6580.03;1.169;22.3;43.970;50.9;1506;0;1780;
39.500000;0.453;39.089;6416.46;1.246;22.6;43.927;51.1;1482;987;2800;
39.549999;-2.671;39.029;6638.58;1.148;23.1;43.927;51.1;1308;1062;2800;
39.599998;1.229;38.100;6454.77;1.246;23.0;43.906;51.1;1251;1071;2800;
39.650001;4.384;38.777;6644.48;1.142;22.9;43.927;51.1;1275;986;2800;
39.700000;-4.016;38.295;6547.89;1.192;22.7;43.927;51.1;1374;1043;2800;
39.749999;-1.049;39.287;6576.49;1.159;23.1;43.948;51.1;1608;927;2800;
39.800000;-32.721;44.751;5502.25;1.810;23.0;43.842;50.9;2800;1309;2098;
39.849998;-1.028;37.037;5761.55;0.767;18.0;44.417;50.9;0;782;1594;
39.900002;-4.614;39.026;5829.31;1.197;21.2;44.140;50.9;0;582;1643;
39.950000;7.054;41.550;6264.12;1.155;21.6;44.055;50.9;1585;0;1622;
40.000000;-6.208;39.345;6418.79;1.156;22.6;43.970;51.3;784;1791;0;
40.050001;-0.693;39.833;6494.90;1.157;22.8;43.927;51.3;930;2800;1828;
40.099997;-0.351;38.875;6564.42;1.158;22.9;43.970;51.2;2800;1258;1070;
40.150003;-9.675;38.701;6555.89;1.175;22.4;43.991;51.2;1616;0;1557;
40.199999;14.846;41.350;6452.53;1.258;23.0;43.884;51.3;1861;0;1619;
40.250000;2.521;37.891;6655.39;1.127;21.7;43.927;51.3;1488;0;1886;
40.299997;4.139;40.926;6461.84;1.259;22.8;43.906;51.2;1709;0;1562;
40.349998;-6.795;38.066;6574.56;1.184;23.2;43.927;51.2;1838;0;1192;
40.399999;-3.124;38.712;6635.74;1.160;23.0;43.970;51.2;2800;1283;1067;
40.450000;10.264;41.708;6523.28;1.229;23.1;43.906;51.2;1759;1653;0;
40.500001;-6.464;39.032;6622.47;1.172;22.8;43.906;51.2;794;1841;0;
40.549998;-2.835;37.800;6706.49;1.131;23.0;43.927;51.2;962;2800;1463;
40.599999;-2.439;39.291;6535.09;1.220;23.3;43.948;51.3;0;1272;1817;
40.650000;-2.421;27.937;5370.97;0.171;9.4;45.057;51.3;1448;0;1394;
40.700001;-2.935;36.471;5525.56;1.099;19.3;44.204;51.2;1262;2800;1523;
40.749998;-2.097;38.870;6072.12;1.095;20.9;44.119;51.2;1711;0;622;
40.799999;13.126;42.248;6164.79;1.227;22.2;44.034;51.2;0;1535;1733;
40.850000;-9.854;38.836;6343.66;1.202;22.5;44.055;51.2;1547;1519;0;
40.900001;-8.177;41.338;6280.77;1.300;23.1;43.991;51.1;0;1317;1593;
40.950002;-1.350;39.141;6578.85;1.147;22.6;43.970;51.1;1426;1781;0;
40.999999;-2.578;37.751;6548.41;1.182;22.6;43.948;51.2;2800;1244;1118;
41.050000;-4.570;39.888;6539.14;1.198;23.0;44.012;51.2;1836;0;955;
41.099996;-10.717;40.017;6436.17;1.252;23.0;43.991;51.2;1476;0;1568;
41.150002;11.377;41.080;6567.17;1.169;22.3;43.906;51.2;1791;0;1709;
41.199998;-21.715;58.506;5425.26;1.872;25.0;43.778;51.3;2800;1886;1939;
41.250000;-0.771;30.281;5692.66;0.676;14.8;44.588;51.3;1603;1218;2800;
41.300001;-11.170;40.942;5631.12;1.262;21.2;44.162;51.5;1317;2800;1780;
41.349997;11.488;40.919;6161.37;1.180;21.3;44.098;51.5;1469;1785;0;
41.400003;-2.697;37.403;6429.86;1.120;22.1;43.970;51.4;471;1737;0;
41.449999;-6.448;39.069;6489.63;1.146;22.4;44.034;51.4;1166;1795;0;
41.500000;-0.233;39.007;6500.30;1.174;22.6;43.927;51.3;0;166;1706;
41.549997;2.375;36.811;6663.31;1.113;22.5;43.948;51.3;1116;2800;1240;
41.599998;6.789;41.885;6463.71;1.237;22.9;43.991;51.3;1544;1747;0;
41.649999;-1.975;38.517;6551.92;1.175;22.9;43.884;51.3;2800;1306;1041;
41.700000;0.750;38.612;6607.57;1.149;22.7;43.970;51.3;1769;0;302;
41.750001;-4.003;24.001;5366.56;0.482;13.8;44.801;51.3;1038;1295;0;
41.799998;-2.204;40.394;5574.82;1.135;20.0;44.289;51.2;1196;2800;1834;
41.849999;2.933;39.973;6046.92;1.150;21.5;44.055;51.2;55;1573;0;
41.900000;1.385;38.978;6262.61;1.176;21.9;44.055;51.4;1719;0;301;
