time@s;bike-faulty@km/h;
7.60000000;0.00000000;
7.70000000;0.00000000;
7.80000000;0.00000000;
7.90000000;0.00000000;
8.00000000;0.00000000;
8.10000000;0.00000000;
8.20000000;0.00000000;
8.30000000;0.00000000;
8.40000000;0.00000000;
8.50000000;0.00000000;
8.60000000;0.00000000;
8.70000000;0.00000000;
8.80000000;0.00000000;
8.90000000;0.00000000;
9.00000000;0.00000000;
9.10000000;0.00000000;
9.20000000;0.00000000;
9.30000000;0.00000000;
9.40000000;0.00000000;
9.50000000;0.00000000;
9.60000000;0.00000000;
9.70000000;0.00000000;
9.80000000;0.00000000;
9.90000000;0.00000000;
10.0000000;0.00000000;
10.1000000;0.00000000;
10.2000000;0.00000000;
10.3000000;0.00000000;
10.4000000;0.00000000;
10.5000000;0.00000000;
10.6000000;0.00000000;
10.7000000;0.00000000;
10.8000000;0.00000000;
10.9000000;0.00000000;
11.0000000;0.00000000;
11.1000000;0.00000000;
11.2000000;0.00000000;
11.3000000;0.00000000;
11.4000000;0.00000000;
11.5000000;0.00000000;
11.6000000;0.00000000;
11.7000000;0.00000000;
11.8000000;0.00000000;
11.9000000;0.00000000;
12.0000000;0.00000000;
0.0000000;0.00000000;
12.2000000;0.00000000;
12.3000000;0.00000000;
12.4000000;0.00000000;
12.5000000;0.00000000;
12.6000000;0.00000000;
12.7000000;0.00000000;
12.8000000;0.00000000;
12.9000000;0.00000000;
13.0000000;0.00000000;
13.1000000;0.00000000;
13.2000000;0.00000000;
13.3000000;0.00000000;
13.4000000;0.00000000;
13.5000000;0.00000000;
13.6000000;0.00000000;
13.7000000;0.00000000;
13.8000000;0.00000000;
13.9000000;0.00000000;
14.0000000;0.00000000;
14.1000000;0.00000000;
14.2000000;0.00000000;
14.3000000;0.00000000;
14.4000000;0.00000000;
14.5000000;0.00000000;
14.6000000;0.00000000;
14.7000000;0.00000000;
14.8000000;0.00000000;
14.9000000;0.00000000;
15.0000000;0.00000000;
15.1000000;0.00000000;
15.2000000;0.00000000;
15.3000000;0.00000000;
15.4000000;0.00000000;
15.5000000;0.00000000;
15.6000000;0.00000000;
15.7000000;0.00000000;
15.8000000;0.00000000;
15.9000000;0.00000000;
16.0000000;0.00000000;
16.1000000;0.00000000;
16.2000000;0.00000000;
16.3000000;0.00000000;
16.4000000;0.00000000;
16.5000000;0.00000000;
16.6000000;0.00000000;
16.7000000;0.00000000;
16.8000000;0.00000000;
16.9000000;0.00000000;
17.0000000;0.00000000;
17.1000000;0.00000000;
17.2000000;0.00000000;
17.3000000;0.00000000;
17.4000000;0.00000000;
17.5000000;0.00000000;
17.6000000;0.00000000;
17.7000000;0.00000000;
17.8000000;0.00000000;
17.9000000;0.00000000;
18.0000000;0.00000000;
18.1000000;0.00000000;
18.2000000;0.00000000;
18.3000000;0.00000000;
18.4000000;0.00000000;
18.5000000;0.00000000;
18.6000000;0.00000000;
18.7000000;0.00000000;
18.8000000;0.00000000;
18.9000000;0.00000000;
19.0000000;0.00000000;
19.1000000;0.00000000;
19.2000000;0.00000000;
19.3000000;0.00000000;
19.4000000;0.00000000;
19.5000000;0.00000000;
19.6000000;0.00000000;
19.7000000;0.00000000;
19.8000000;0.00000000;
19.9000000;0.12320000;
20.0000000;0.42835200;
20.1000000;0.79648512;
20.2000000;1.10090279;
20.3000000;1.30380317;
20.4000000;1.41708057;
20.5000000;-20.01752259;
20.6000000;1.60918269;
20.7000000;1.68343798;
20.8000000;1.71694076;
20.9000000;1.73270727;
21.0000000;1.74549289;
21.1000000;1.75584924;
21.2000000;1.76423105;
21.3000000;1.77102634;
21.4000000;1.77653133;
21.5000000;1.78968935;
21.6000000;1.86327583;
21.7000000;2.04527343;
21.8000000;2.24247148;
21.9000000;2.49619825;
22.0000000;2.74273258;
0.0000000;2.98791739;
22.2000000;3.19904219;
22.3000000;3.37020280;
22.4000000;3.50886427;
22.5000000;3.59466829;
22.6000000;3.62625796;
22.7000000;3.60521295;
22.8000000;3.53166249;
22.9000000;3.40488089;
23.0000000;3.24457552;
23.1000000;3.10310617;
23.2000000;2.98860798;
23.3000000;2.89578457;
23.4000000;2.83832550;
23.5000000;2.79307991;
23.6000000;2.75639957;
23.7000000;2.72668366;
23.8000000;2.70261376;
23.9000000;2.65745533;
24.0000000;2.58953882;
24.1000000;2.53452644;
24.2000000;2.48145900;
24.3000000;2.42798905;
24.4000000;2.42004313;
24.5000000;2.41623796;
24.6000000;2.41315318;
24.7000000;2.41065407;
24.8000000;2.40862980;
24.9000000;2.42464167;
25.0000000;2.43895975;
25.1000000;2.43290740;
25.2000000;2.40902520;
25.3000000;2.37068134;
25.4000000;2.33825189;
25.5000000;2.31200474;
25.6000000;2.29072689;
25.7000000;2.27348878;
25.8000000;2.29336591;
25.9000000;2.37760812;
26.0000000;2.50149458;
26.1000000;2.65884261;
26.2000000;2.80797521;
26.3000000;2.99217462;
26.4000000;3.15408144;
26.5000000;3.34762722;
26.6000000;3.69959115;
26.7000000;4.26274883;
26.8000000;5.10782656;
26.9000000;5.95766441;
27.0000000;6.86781018;
27.1000000;7.71996624;
27.2000000;8.83194257;
27.3000000;9.94756326;
27.4000000;11.1237622;
27.5000000;12.3869447;
27.6000000;13.6309811;
27.7000000;14.8288267;
27.8000000;16.2516716;
27.9000000;17.5303190;
28.0000000;18.6484944;
28.1000000;19.7624645;
28.2000000;20.8184978;
28.3000000;21.9600579;
28.4000000;23.1048069;
28.5000000;24.1622378;
28.6000000;25.1320770;
28.7000000;25.9937904;
28.8000000;26.9212782;
28.9000000;27.8127443;
29.0000000;28.7168789;
29.1000000;29.5481059;
29.2000000;30.3700455;
29.3000000;31.0935203;
29.4000000;31.8832794;
29.5000000;32.7160864;
29.6000000;33.5250991;
29.7000000;34.1935502;
29.8000000;34.8840017;
29.9000000;35.5879714;
30.0000000;36.2222168;
30.1000000;36.8870756;
30.2000000;37.5363651;
30.3000000;38.1438996;
30.4000000;38.7507266;
30.5000000;39.3498439;
30.6000000;39.9932972;
30.7000000;40.5819147;
30.8000000;41.0776949;
30.9000000;-20.0141645;
31.0000000;41.9169393;
31.1000000;42.2465348;
31.2000000;42.5051736;
31.3000000;42.7131544;
31.4000000;42.8816551;
31.5000000;43.0181406;
31.6000000;43.0340413;
31.7000000;42.9076334;
31.8000000;42.7386031;
31.9000000;42.5983987;
32.0000000;42.4512709;
0.0000000;42.3085295;
32.2000000;42.1596101;
32.3000000;41.9819361;
32.4000000;41.8143683;
32.5000000;41.6613843;
32.6000000;-20.0186018;
32.7000000;41.3677515;
32.8000000;41.2218787;
32.9000000;41.0958113;
33.0000000;40.9745871;
33.1000000;40.8401776;
33.2000000;40.7014305;
33.3000000;40.5631798;
33.4000000;40.4009757;
33.5000000;40.2678888;
33.6000000;40.1520301;
33.7000000;40.0311844;
33.8000000;39.8553994;
33.9000000;39.5845849;
34.0000000;39.3343898;
34.1000000;39.0765677;
34.2000000;38.8531844;
34.3000000;38.6721138;
34.4000000;38.5254122;
34.5000000;38.5306671;
34.6000000;38.6962552;
34.7000000;39.0217267;
34.8000000;39.5088706;
34.9000000;39.9859021;
35.0000000;40.4468107;
35.1000000;40.8448167;
35.2000000;41.2122497;
35.3000000;-20.0217432;
35.4000000;41.7993720;
35.5000000;42.0543713;
35.6000000;42.2796993;
35.7000000;42.4735564;
35.8000000;42.6305807;
35.9000000;42.7576527;
36.0000000;42.8358027;
36.1000000;42.8860002;
36.2000000;42.9266307;
36.3000000;42.9595642;
36.4000000;42.9784270;
36.5000000;42.9825229;
36.6000000;42.9950629;
36.7000000;42.9711810;
36.8000000;42.9308566;
36.9000000;42.8870344;
37.0000000;42.8004919;
37.1000000;42.6592744;
37.2000000;42.4728361;
37.3000000;42.2802754;
37.4000000;42.0882791;
37.5000000;41.9026568;
37.6000000;41.7424438;
37.7000000;-20.0674475;
37.8000000;41.4046665;
37.9000000;41.2539556;
38.0000000;41.1219840;
38.1000000;40.9960870;
38.2000000;40.8829111;
38.3000000;40.7911775;
38.4000000;40.7168538;
38.5000000;40.6490096;
38.6000000;40.5827120;
38.7000000;40.5213167;
38.8000000;40.4356745;
38.9000000;40.3529728;
39.0000000;40.2552680;
39.1000000;40.0985531;
39.2000000;39.9392904;
39.3000000;39.7345437;
39.4000000;39.5021044;
39.5000000;39.3042139;
39.6000000;39.1172109;
39.7000000;38.9184628;
39.8000000;38.7439549;
39.9000000;38.6027339;
40.0000000;38.4257745;
40.1000000;38.1477973;
40.2000000;37.8484972;
40.3000000;37.5376178;
40.4000000;37.1423604;
40.5000000;36.7947346;
40.6000000;36.4503188;
40.7000000;36.0797582;
40.8000000;35.7308762;
40.9000000;35.3894295;
41.0000000;35.0631119;
41.1000000;34.7683346;
41.2000000;34.4864484;
41.3000000;34.2420790;
41.4000000;34.0273160;
41.5000000;33.8175900;
41.6000000;33.6266586;
41.7000000;33.4285935;
41.8000000;33.2019107;
41.9000000;32.9632991;
42.0000000;32.7031003;
0.0000000;32.4405512;
42.2000000;32.1715715;
42.3000000;31.9248509;
42.4000000;31.6962093;
42.5000000;31.4472261;
42.6000000;31.2218644;
42.7000000;31.0202702;
42.8000000;30.8287228;
42.9000000;30.6547325;
43.0000000;30.4946554;
43.1000000;30.3626708;
43.2000000;30.2484311;
43.3000000;30.1275941;
43.4000000;30.0199512;
43.5000000;29.9138424;
43.6000000;29.8162359;
43.7000000;29.7076311;
43.8000000;29.5731812;
43.9000000;29.4643770;
44.0000000;29.3761454;
44.1000000;29.3046777;
44.2000000;29.2468281;
44.3000000;29.1999422;
44.4000000;29.1380072;
44.5000000;29.0738291;
44.6000000;28.9905864;
44.7000000;28.5368070;
44.8000000;27.7856017;
44.9000000;27.0528416;
45.0000000;26.3709517;
45.1000000;25.7680008;
45.2000000;25.1450778;
45.3000000;24.4318480;
45.4000000;23.7555729;
45.5000000;23.0599555;
45.6000000;22.2881108;
45.7000000;21.4022637;
45.8000000;20.5139036;
45.9000000;19.7254696;
46.0000000;18.9384384;
46.1000000;18.1571031;
46.2000000;17.4464396;
46.3000000;16.8322705;
46.4000000;16.3012011;
46.5000000;15.8287900;
46.6000000;15.4290189;
46.7000000;15.0671053;
46.8000000;14.7503553;
46.9000000;14.4703815;
47.0000000;14.1323390;
47.1000000;13.7677306;
47.2000000;13.4034202;
47.3000000;13.0279716;
47.4000000;12.7186570;
47.5000000;12.4682766;
47.6000000;12.2582172;
47.7000000;11.9418999;
47.8000000;-20.0238150;
47.9000000;11.0947552;
48.0000000;10.6518637;
48.1000000;10.2030736;
48.2000000;9.76644645;
48.3000000;9.30825088;
48.4000000;8.84619321;
48.5000000;8.33814838;
48.6000000;7.83033207;
48.7000000;7.19068897;
48.8000000;6.61537807;
48.9000000;6.12154078;
49.0000000;5.71844803;
49.1000000;5.37558890;
49.2000000;5.11886022;
49.3000000;4.92527677;
49.4000000;4.76847419;
49.5000000;4.65780009;
49.6000000;4.58721585;
49.7000000;4.53264484;
49.8000000;4.50476032;
49.9000000;4.48487411;
50.0000000;4.48504803;
50.1000000;4.50418891;
50.2000000;4.52936738;
50.3000000;4.56177862;
50.4000000;4.59502068;
50.5000000;4.64787402;
50.6000000;4.72171936;
50.7000000;4.80985668;
50.8000000;4.90024791;
50.9000000;4.97613120;
51.0000000;5.03072627;
51.1000000;5.06288828;
51.2000000;5.07268944;
51.3000000;5.09410499;
51.4000000;5.11422504;
51.5000000;5.13051197;
51.6000000;5.15992096;
51.7000000;5.18653597;
51.8000000;5.20809414;
51.9000000;5.22554026;
52.0000000;5.23280761;
0.0000000;5.22657417;
52.2000000;5.22152825;
52.3000000;5.20126505;
52.4000000;5.14967669;
52.5000000;5.06994450;
52.6000000;4.95120733;
52.7000000;4.81416594;
52.8000000;4.68131841;
52.9000000;4.56414900;
53.0000000;4.45014069;
53.1000000;4.33879396;
53.2000000;4.22968048;
53.3000000;4.04847059;
53.4000000;3.88726118;
53.5000000;3.75676263;
53.6000000;3.63490682;
53.7000000;3.53327453;
53.8000000;3.45095237;
53.9000000;3.36824841;
54.0000000;3.28219721;
54.1000000;3.20957974;
54.2000000;3.14404937;
54.3000000;3.06263344;
54.4000000;2.99373308;
54.5000000;2.91517768;
54.6000000;2.83631752;
54.7000000;2.77241719;
54.8000000;2.72065793;
54.9000000;2.69217124;
55.0000000;2.75251871;
55.1000000;2.85654015;
55.2000000;2.94743266;
55.3000000;3.03339442;
55.4000000;3.10304948;
55.5000000;3.15943572;
55.6000000;3.18913501;
55.7000000;3.21019936;
55.8000000;3.22726148;
55.9000000;3.24106918;
56.0000000;3.25226603;
56.1000000;3.26133549;
56.2000000;3.26867730;
56.3000000;3.25866878;
56.4000000;3.24752171;
56.5000000;3.19065971;
56.6000000;3.13545147;
56.7000000;3.09071569;
56.8000000;3.05447971;
56.9000000;3.00265336;
57.0000000;2.94514922;
57.1000000;2.89857087;
57.2000000;2.86086502;
57.3000000;2.86211824;
57.4000000;2.86931577;
57.5000000;2.87514229;
57.6000000;2.89574977;
57.7000000;2.93144331;
57.8000000;2.98589508;
57.9000000;3.05204057;
58.0000000;3.11815286;
58.1000000;3.17822382;
58.2000000;3.23932501;
58.3000000;3.28883748;
58.4000000;3.32895836;
58.5000000;3.36145627;
58.6000000;3.38775557;
58.7000000;3.40908202;
58.8000000;3.42635643;
58.9000000;3.44033595;
59.0000000;3.45167212;
59.1000000;3.46085442;
59.2000000;3.46828771;
59.3000000;3.47431109;
59.4000000;3.48563199;
59.5000000;3.50734918;
59.6000000;3.54072511;
59.7000000;3.57098734;
59.8000000;3.57972174;
59.9000000;3.58357110;
60.0000000;3.57389259;
60.1000000;3.54085300;
60.2000000;3.49835800;
60.3000000;3.45430238;
60.4000000;3.39960493;
60.5000000;3.33634574;
60.6000000;3.24401719;
60.7000000;3.13429392;
60.8000000;3.02641808;
60.9000000;2.92014971;
61.0000000;2.76152327;
61.1000000;2.59149385;
61.2000000;2.31563975;
61.3000000;2.05943176;
61.4000000;1.75742773;
61.5000000;1.43970230;
61.6000000;1.05656079;
61.7000000;0.72281424;
61.8000000;0.45247953;
61.9000000;0.23370768;
62.0000000;0.05630322;
0.0000000;-0.08739439;
62.2000000;-0.21936381;
62.3000000;-0.32964723;
62.4000000;-0.44090826;
62.5000000;-0.55332283;
62.6000000;-0.65715604;
62.7000000;-0.74129640;
62.8000000;-0.80945008;
62.9000000;-0.84900636;
63.0000000;-0.87769515;
63.1000000;-0.90093307;
63.2000000;-0.88857151;
63.3000000;-0.87174873;
63.4000000;-0.85811647;
63.5000000;-0.84708055;
63.6000000;-0.83813835;
63.7000000;-0.82471206;
63.8000000;-0.80101677;
63.9000000;-0.78184103;
64.0000000;-0.73520323;
64.1000000;-0.68435462;
64.2000000;-0.63037633;
64.3000000;-0.58660483;
64.4000000;-0.55114991;
64.5000000;-0.52244741;
64.6000000;-0.51469859;
64.7000000;-0.51190586;
64.8000000;-0.50964374;
64.9000000;-0.50781310;
65.0000000;-0.50632861;
65.1000000;-0.50512617;
65.2000000;-0.50415308;
65.3000000;-0.50336400;
65.4000000;-0.50272484;
65.5000000;-0.50220740;
65.6000000;-0.50178815;
65.7000000;-0.50144840;
65.8000000;-0.51662720;
65.9000000;-0.51701766;
66.0000000;-0.51378430;
66.1000000;-0.51116528;
66.2000000;-0.50904581;
66.3000000;-0.50732710;
66.4000000;-0.50593495;
66.5000000;-0.49879994;
66.6000000;-0.48003475;
66.7000000;-0.41862815;
66.8000000;-0.34268880;
66.9000000;-0.27763699;
67.0000000;-0.22488596;
67.1000000;-0.18215763;
67.2000000;-0.14757906;
67.3000000;-0.11953904;
67.4000000;-0.09682662;
67.5000000;-0.07843949;
67.6000000;-0.06354146;
67.7000000;-0.05146858;
67.8000000;-0.04168955;
67.9000000;-0.03377572;
68.0000000;-0.02735833;
68.1000000;-0.02216025;
68.2000000;-0.01795206;
68.3000000;-0.01454243;
68.4000000;-0.01177937;
68.5000000;-0.00954248;
68.6000000;-0.00773009;
68.7000000;-0.00626137;
68.8000000;-0.00507171;
68.9000000;-0.00410896;
69.0000000;-0.00332826;
69.1000000;-0.00269589;
69.2000000;-0.00218394;
69.3000000;-0.00176915;
69.4000000;-0.00143301;
69.5000000;-0.00116088;
69.6000000;-9.40397081E-04;
69.7000000;-7.61721636E-04;
69.8000000;-6.17070629E-04;
69.9000000;-4.99871695E-04;
70.0000000;-4.04896073E-04;
70.1000000;-3.27965819E-04;
70.2000000;-2.65708715E-04;
70.3000000;-2.15224059E-04;
70.4000000;-1.74331488E-04;
70.5000000;-1.41225796E-04;
70.6000000;-1.14403168E-04;
70.7000000;-9.26665664E-05;
70.8000000;-7.50599188E-05;
70.9000000;-6.08114371E-05;
71.0000000;-4.92572641E-05;
71.1000000;-3.98983839E-05;
71.2000000;-3.23245481E-05;
71.3000000;-2.61828840E-05;
71.4000000;-2.12081360E-05;
71.5000000;-1.71806705E-05;
71.6000000;-1.39176098E-05;
71.7000000;-1.12732639E-05;
71.8000000;-9.13134380E-06;
71.9000000;-7.39795717E-06;
72.0000000;-5.99234531E-06;
0.0000000;-4.85379970E-06;
72.2000000;-3.93205033E-06;
72.3000000;-3.18525325E-06;
72.4000000;-2.58005513E-06;
72.5000000;-2.09009492E-06;
72.6000000;-1.69313304E-06;
72.7000000;-1.37143776E-06;
72.8000000;-1.11086459E-06;
72.9000000;-8.99991033E-07;
73.0000000;-7.28992736E-07;
73.1000000;-5.90484117E-07;
73.2000000;-4.78393489E-07;
73.3000000;-3.87498726E-07;
73.4000000;-3.13873968E-07;
73.5000000;-2.54268018E-07;
73.6000000;-2.05976340E-07;
73.7000000;-1.66840836E-07;
73.8000000;-1.35141077E-07;
73.9000000;-1.09487459E-07;
74.0000000;-8.86848417E-08;
74.1000000;-7.18347218E-08;
74.2000000;-5.81984470E-08;
74.3000000;-4.71407421E-08;
74.4000000;-3.81840011E-08;
74.5000000;-3.09326616E-08;
74.6000000;-2.50578275E-08;
74.7000000;-2.02968403E-08;
74.8000000;-1.64404406E-08;
74.9000000;-1.33195758E-08;
75.0000000;-1.07888564E-08;
75.1000000;-8.73897372E-09;
75.2000000;-7.08006682E-09;
75.3000000;-5.73485412E-09;
75.4000000;-4.64523184E-09;
75.5000000;-3.76307321E-09;
75.6000000;-3.04838150E-09;
75.7000000;-2.46918901E-09;
75.8000000;-2.00027366E-09;
75.9000000;-1.62037763E-09;
76.0000000;-1.31250588E-09;
76.1000000;-1.06312976E-09;
76.2000000;-8.61317244E-10;
76.3000000;-6.97666967E-10;
76.4000000;-5.65110244E-10;
76.5000000;-4.57791655E-10;
76.6000000;-3.70847234E-10;
76.7000000;-3.00386260E-10;
76.8000000;0.09050000;
76.9000000;0.22518350;
77.0000000;0.33439863;
77.1000000;0.42286289;
77.2000000;0.49445437;
77.3000000;0.55250804;
77.4000000;0.61971551;
77.5000000;0.70674912;
77.6000000;0.76128948;
77.7000000;0.79298448;
77.8000000;0.83231743;
77.9000000;0.86946842;
78.0000000;0.92805742;
78.1000000;0.98504651;
78.2000000;1.04485906;
78.3000000;1.10808537;
78.4000000;1.16354915;
78.5000000;1.20845341;
78.6000000;1.24483183;
78.7000000;1.27431378;
78.8000000;1.30875416;
78.9000000;1.36404106;
79.0000000;1.40887326;
79.1000000;1.44518734;
79.2000000;1.47457527;
79.3000000;-20.01312197;
79.4000000;-20.04862880;
79.8000000;1.60235107;
79.9000000;1.60710477;
80.0000000;1.62475486;
80.1000000;1.65373144;
80.2000000;1.71082147;
80.3000000;1.76576539;
80.4000000;1.81544997;
80.5000000;1.86948934;
80.6000000;1.91326734;
80.7000000;1.94874655;
80.8000000;1.96284070;
80.9000000;1.97503462;
81.0000000;1.98415204;
81.1000000;1.98716316;
81.2000000;1.97499196;
81.3000000;1.96074349;
81.4000000;1.92947423;
81.5000000;1.88589415;
81.6000000;1.83089978;
81.7000000;1.73884882;
81.8000000;1.65546754;
81.9000000;-20.08798939;
82.0000000;-20.03327141;
0.0000000;1.48894984;
82.2000000;1.44802162;
82.3000000;1.40089751;
82.4000000;1.36272698;
82.5000000;1.33182288;
82.6000000;1.30678767;
82.7000000;1.28649801;
82.8000000;1.28459939;
82.9000000;1.30204088;
83.0000000;1.32065311;
83.1000000;1.34074902;
83.2000000;1.38547954;
83.3000000;1.43123843;
83.4000000;1.48230313;
83.5000000;-20.02364701;
83.6000000;-20.06211901;
83.7000000;1.69964640;
83.8000000;1.92955358;
83.9000000;2.41611866;
84.0000000;3.04593611;
84.1000000;4.08063225;
84.2000000;5.45113246;
84.3000000;7.55668929;
84.4000000;9.55731833;
84.5000000;11.3965532;
84.6000000;13.0638842;
84.7000000;14.6505942;
84.8000000;16.1444173;
84.9000000;17.4837758;
85.0000000;18.7139584;
85.1000000;19.7612063;
85.2000000;20.6423240;
85.3000000;21.4564584;
85.4000000;22.3312193;
85.5000000;23.2190160;
85.6000000;24.0329632;
85.7000000;24.8589822;
85.8000000;25.7035056;
85.9000000;26.5487211;
86.0000000;27.5196441;
86.1000000;28.4091077;
86.2000000;29.1722090;
86.3000000;29.9473200;
86.4000000;30.6557892;
86.5000000;31.3770394;
86.6000000;32.1276284;
86.7000000;32.8968190;
86.8000000;33.5959834;
86.9000000;34.2280634;
87.0000000;34.8643233;
87.1000000;35.4602659;
87.2000000;36.0759303;
87.3000000;36.7119679;
87.4000000;37.3940460;
87.5000000;38.1026283;
87.6000000;38.7051184;
87.7000000;39.2552099;
87.8000000;39.7858826;
87.9000000;40.4104558;
88.0000000;41.0639572;
88.1000000;41.6218053;
88.2000000;42.0732580;
88.3000000;42.4346389;
88.4000000;42.7130575;
88.5000000;42.9100389;
88.6000000;43.0460202;
88.7000000;43.1132763;
88.8000000;43.1630738;
88.9000000;43.1797465;
89.0000000;43.1504007;
89.1000000;43.1218246;
89.2000000;43.0986986;
89.3000000;43.0799459;
89.4000000;43.0647562;
89.5000000;43.0524576;
89.6000000;43.0424954;
89.7000000;43.0344213;
89.8000000;43.0278812;
89.9000000;43.0225885;
90.0000000;43.0182967;
90.1000000;43.0148203;
90.2000000;42.9978739;
90.3000000;42.9792868;
90.4000000;42.9829243;
90.5000000;43.0051596;
90.6000000;43.0231706;
90.7000000;43.0377682;
90.8000000;43.0495874;
90.9000000;43.0591611;
91.0000000;43.0573745;
91.1000000;43.0513874;
91.2000000;43.0230445;
91.3000000;42.9947340;
91.4000000;42.9908026;
91.5000000;42.9734516;
91.6000000;42.9644433;
91.7000000;42.9662491;
91.8000000;42.9771502;
91.9000000;42.9909282;
92.0000000;43.0071718;
0.0000000;43.0058092;
92.2000000;43.0047064;
92.3000000;42.9942582;
92.4000000;42.9908891;
92.5000000;42.9736271;
92.6000000;42.9596448;
92.7000000;42.9483123;
92.8000000;42.9391330;
92.9000000;42.9317044;
93.0000000;42.9536365;
93.1000000;42.9534896;
93.2000000;42.9712556;
93.3000000;42.9869171;
93.4000000;42.9704028;
93.5000000;42.9761533;
93.6000000;42.9616914;
93.7000000;42.9455900;
93.8000000;42.9179387;
93.9000000;42.8911816;
94.0000000;42.8548571;
94.1000000;42.8210742;
94.2000000;42.7330496;
94.3000000;42.6317702;
94.4000000;42.5453938;
94.5000000;42.4382408;
94.6000000;42.3127163;
94.7000000;42.1503162;
94.8000000;41.9663152;
94.9000000;41.7646384;
95.0000000;-20.0631871;
95.1000000;41.3758815;
95.2000000;41.2010523;
95.3000000;41.0298524;
95.4000000;40.8730484;
95.5000000;40.7176822;
95.6000000;40.5581418;
95.7000000;40.4002609;
95.8000000;40.2534354;
95.9000000;40.1251062;
96.0000000;40.0063360;
96.1000000;39.8793562;
96.2000000;39.7124273;
96.3000000;39.5770661;
96.4000000;39.4674235;
96.5000000;39.3510655;
96.6000000;39.2050770;
96.7000000;39.0225524;
96.8000000;38.7638874;
96.9000000;38.4786775;
97.0000000;38.1839667;
97.1000000;37.9220711;
97.2000000;37.6900842;
97.3000000;37.4882242;
97.4000000;37.3057176;
97.5000000;37.1526878;
97.6000000;37.0150156;
97.7000000;36.8844367;
97.8000000;36.7418017;
97.9000000;36.5187367;
98.0000000;36.2883488;
98.1000000;36.0267305;
98.2000000;35.7856590;
98.3000000;35.5343938;
98.4000000;35.2671689;
98.5000000;35.0413957;
98.6000000;34.8395545;
98.7000000;34.6569591;
98.8000000;34.4900569;
98.9000000;34.3127715;
99.0000000;34.1542849;
99.1000000;33.9836628;
99.2000000;33.8308592;
99.3000000;33.6783599;
99.4000000;33.5100795;
99.5000000;33.3046044;
99.6000000;33.1151827;
99.7000000;32.9276800;
99.8000000;32.7664008;
99.9000000;32.6129140;
100.000000;32.4584604;
100.100000;32.3333529;
100.200000;32.2185238;
100.300000;32.1024423;
100.400000;31.9879783;
100.500000;31.8737761;
100.600000;31.7418672;
100.700000;31.6199124;
100.800000;-20.0036051;
100.900000;31.3890219;
101.000000;31.2746818;
101.100000;31.1425522;
101.200000;31.0069710;
101.300000;30.8742606;
101.400000;30.7422311;
101.500000;30.6028164;
101.600000;30.4693534;
101.700000;30.3476663;
101.800000;30.2397534;
101.900000;30.1372558;
102.000000;30.0406852;
102.100000;29.9434630;
102.200000;29.8457490;
102.300000;29.4375107;
102.400000;28.6643297;
102.500000;27.9007416;
102.600000;27.1271384;
102.700000;26.2949341;
102.800000;25.5664770;
102.900000;24.8482997;
103.000000;24.0913168;
103.100000;23.2082046;
103.200000;22.3976977;
103.300000;21.6184151;
103.400000;20.8526562;
103.500000;20.0508116;
103.600000;19.2892218;
103.700000;18.5940677;
103.800000;17.8522328;
103.900000;17.1719610;
104.000000;16.4967044;
104.100000;15.6679146;
104.200000;14.8502492;
104.300000;14.1091239;
104.400000;13.4442843;
104.500000;12.8583367;
104.600000;12.2226305;
104.700000;11.4890347;
104.800000;10.7202461;
104.900000;9.87367264;
105.000000;9.01872484;
105.100000;8.06244712;
